id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
75,decay,medium,200,exponential,7,,sdlog,0.9,0.9,0.81,0.82,0.86,0.88,0.91,0.94,0.98,1
76,decay,medium,200,exponential,8,,sdlog,0.59,0.59,0.54,0.54,0.57,0.58,0.6,0.62,0.64,0.65
77,decay,medium,200,exponential,9,,sdlog,0.62,0.62,0.56,0.57,0.59,0.6,0.63,0.64,0.67,0.68
78,decay,medium,200,exponential,10,,sdlog,0.6,0.6,0.54,0.55,0.58,0.59,0.61,0.63,0.66,0.67
79,decay,medium,200,exponential,11,,sdlog,0.58,0.58,0.53,0.53,0.56,0.57,0.59,0.61,0.63,0.64
80,decay,medium,200,exponential,12,,sdlog,0.58,0.58,0.53,0.54,0.56,0.57,0.59,0.61,0.63,0.64
81,decay,medium,200,exponential,13,,sdlog,0.58,0.58,0.52,0.53,0.55,0.57,0.59,0.6,0.63,0.64
82,decay,medium,200,exponential,14,,sdlog,0.61,0.6,0.55,0.56,0.58,0.59,0.62,0.63,0.66,0.67
83,decay,medium,200,exponential,15,,sdlog,0.6,0.6,0.55,0.56,0.58,0.59,0.61,0.63,0.66,0.67
84,decay,medium,200,exponential,16,,sdlog,0.64,0.64,0.58,0.59,0.61,0.62,0.65,0.66,0.69,0.71
85,decay,medium,200,exponential,17,,sdlog,0.67,0.67,0.61,0.62,0.64,0.66,0.68,0.7,0.73,0.74
86,decay,medium,200,exponential,18,,sdlog,0.58,0.58,0.53,0.53,0.55,0.57,0.59,0.6,0.63,0.64
87,decay,medium,200,exponential,19,,sdlog,0.61,0.61,0.55,0.56,0.58,0.6,0.62,0.64,0.67,0.68
88,decay,medium,200,exponential,20,,sdlog,0.61,0.61,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68
89,decay,short,200,exponential,1,,sdlog,0.43,0.43,0.39,0.4,0.41,0.42,0.44,0.45,0.47,0.48
90,decay,short,200,exponential,2,,sdlog,0.46,0.46,0.42,0.42,0.44,0.45,0.47,0.48,0.5,0.51
91,decay,short,200,exponential,3,,sdlog,0.42,0.42,0.38,0.39,0.41,0.42,0.43,0.44,0.46,0.47
92,decay,short,200,exponential,4,,sdlog,0.73,0.73,0.66,0.67,0.7,0.71,0.74,0.76,0.79,0.81
93,decay,short,200,exponential,5,,sdlog,0.42,0.42,0.38,0.39,0.4,0.41,0.43,0.44,0.46,0.47
94,decay,short,200,exponential,6,,sdlog,0.41,0.41,0.37,0.38,0.39,0.4,0.42,0.43,0.45,0.45
95,decay,short,200,exponential,7,,sdlog,0.49,0.49,0.44,0.45,0.47,0.48,0.5,0.51,0.53,0.54
96,decay,short,200,exponential,8,,sdlog,0.4,0.4,0.36,0.37,0.38,0.39,0.41,0.42,0.43,0.44
97,decay,short,200,exponential,9,,sdlog,0.4,0.4,0.36,0.37,0.38,0.39,0.41,0.42,0.44,0.44
98,decay,short,200,exponential,10,,sdlog,0.73,0.73,0.66,0.67,0.7,0.72,0.74,0.76,0.8,0.81
99,decay,short,200,exponential,11,,sdlog,0.45,0.45,0.41,0.42,0.43,0.44,0.46,0.47,0.49,0.5
100,decay,short,200,exponential,12,,sdlog,0.43,0.43,0.39,0.39,0.41,0.42,0.43,0.45,0.47,0.48
101,decay,short,200,exponential,13,,sdlog,0.48,0.48,0.43,0.44,0.46,0.47,0.49,0.5,0.52,0.53
102,decay,short,200,exponential,14,,sdlog,0.47,0.47,0.43,0.43,0.45,0.46,0.48,0.49,0.51,0.52
103,decay,short,200,exponential,15,,sdlog,0.42,0.42,0.38,0.38,0.4,0.41,0.43,0.44,0.46,0.47
104,decay,short,200,exponential,16,,sdlog,0.42,0.42,0.38,0.38,0.4,0.41,0.42,0.43,0.45,0.46
105,decay,short,200,exponential,17,,sdlog,0.45,0.45,0.41,0.42,0.43,0.44,0.46,0.47,0.49,0.5
106,decay,short,200,exponential,18,,sdlog,0.43,0.42,0.39,0.39,0.41,0.42,0.43,0.44,0.46,0.47
107,decay,short,200,exponential,19,,sdlog,0.46,0.46,0.41,0.42,0.44,0.45,0.47,0.48,0.5,0.51
108,decay,short,200,exponential,20,,sdlog,0.45,0.45,0.41,0.41,0.43,0.44,0.46,0.47,0.49,0.5
109,fast decay,long,200,exponential,1,,sdlog,1.1,1.1,1,1,1.1,1.1,1.1,1.2,1.2,1.2
110,fast decay,long,200,exponential,2,,sdlog,0.95,0.95,0.86,0.87,0.91,0.93,0.97,0.99,1,1
111,fast decay,long,200,exponential,3,,sdlog,0.92,0.92,0.84,0.85,0.89,0.91,0.94,0.96,1,1
112,fast decay,long,200,exponential,4,,sdlog,0.97,0.96,0.87,0.89,0.93,0.95,0.98,1,1.1,1.1
113,fast decay,long,200,exponential,5,,sdlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.5
114,fast decay,long,200,exponential,6,,sdlog,0.76,0.75,0.69,0.7,0.72,0.74,0.77,0.79,0.82,0.84
115,fast decay,long,200,exponential,7,,sdlog,0.72,0.72,0.66,0.67,0.69,0.71,0.74,0.75,0.79,0.8
116,fast decay,long,200,exponential,8,,sdlog,0.97,0.97,0.88,0.89,0.93,0.95,0.99,1,1.1,1.1
117,fast decay,long,200,exponential,9,,sdlog,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.4
118,fast decay,long,200,exponential,10,,sdlog,0.95,0.95,0.86,0.88,0.91,0.93,0.97,0.99,1,1.1
119,fast decay,long,200,exponential,11,,sdlog,0.94,0.94,0.86,0.87,0.9,0.92,0.96,0.98,1,1
120,fast decay,long,200,exponential,12,,sdlog,0.93,0.93,0.84,0.85,0.89,0.91,0.95,0.97,1,1
121,fast decay,long,200,exponential,13,,sdlog,0.73,0.73,0.66,0.67,0.7,0.71,0.74,0.76,0.79,0.8
122,fast decay,long,200,exponential,14,,sdlog,0.99,0.99,0.9,0.91,0.95,0.97,1,1,1.1,1.1
123,fast decay,long,200,exponential,15,,sdlog,0.74,0.74,0.67,0.68,0.71,0.72,0.75,0.77,0.8,0.82
124,fast decay,long,200,exponential,16,,sdlog,1.1,1.1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3
125,fast decay,long,200,exponential,17,,sdlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.2,1.2
126,fast decay,long,200,exponential,18,,sdlog,0.77,0.77,0.7,0.71,0.74,0.75,0.78,0.8,0.84,0.85
127,fast decay,long,200,exponential,19,,sdlog,0.94,0.94,0.85,0.86,0.9,0.92,0.96,0.98,1,1
128,fast decay,long,200,exponential,20,,sdlog,0.98,0.98,0.89,0.9,0.94,0.96,1,1,1.1,1.1
129,fast decay,medium,200,exponential,1,,sdlog,0.62,0.61,0.56,0.57,0.59,0.6,0.63,0.64,0.67,0.68
130,fast decay,medium,200,exponential,2,,sdlog,0.6,0.6,0.54,0.55,0.57,0.59,0.61,0.62,0.65,0.66
131,fast decay,medium,200,exponential,3,,sdlog,0.58,0.58,0.52,0.53,0.55,0.57,0.59,0.6,0.63,0.64
132,fast decay,medium,200,exponential,4,,sdlog,0.63,0.62,0.57,0.58,0.6,0.61,0.64,0.65,0.68,0.69
133,fast decay,medium,200,exponential,5,,sdlog,0.58,0.58,0.53,0.54,0.56,0.57,0.59,0.61,0.63,0.64
134,fast decay,medium,200,exponential,6,,sdlog,0.61,0.61,0.55,0.56,0.59,0.6,0.62,0.64,0.67,0.68
135,fast decay,medium,200,exponential,7,,sdlog,0.58,0.58,0.53,0.54,0.56,0.57,0.59,0.61,0.63,0.64
136,fast decay,medium,200,exponential,8,,sdlog,0.64,0.63,0.58,0.58,0.61,0.62,0.65,0.66,0.69,0.7
137,fast decay,medium,200,exponential,9,,sdlog,0.6,0.6,0.54,0.55,0.57,0.59,0.61,0.62,0.65,0.66
138,fast decay,medium,200,exponential,10,,sdlog,0.61,0.61,0.55,0.56,0.58,0.59,0.62,0.63,0.66,0.67
139,fast decay,medium,200,exponential,11,,sdlog,0.57,0.57,0.52,0.53,0.55,0.56,0.58,0.6,0.62,0.63
140,fast decay,medium,200,exponential,12,,sdlog,0.6,0.6,0.55,0.56,0.58,0.59,0.62,0.63,0.65,0.67
141,fast decay,medium,200,exponential,13,,sdlog,0.59,0.59,0.53,0.54,0.56,0.58,0.6,0.61,0.64,0.65
142,fast decay,medium,200,exponential,14,,sdlog,0.59,0.59,0.54,0.55,0.57,0.58,0.6,0.62,0.64,0.66
143,fast decay,medium,200,exponential,15,,sdlog,0.62,0.62,0.56,0.57,0.59,0.6,0.63,0.64,0.67,0.68
144,fast decay,medium,200,exponential,16,,sdlog,0.65,0.65,0.59,0.6,0.62,0.64,0.66,0.68,0.71,0.72
145,fast decay,medium,200,exponential,17,,sdlog,0.65,0.65,0.58,0.6,0.62,0.63,0.66,0.68,0.71,0.72
146,fast decay,medium,200,exponential,18,,sdlog,0.58,0.58,0.53,0.54,0.56,0.57,0.59,0.61,0.64,0.65
147,fast decay,medium,200,exponential,19,,sdlog,0.66,0.66,0.6,0.61,0.63,0.65,0.67,0.69,0.72,0.73
148,fast decay,medium,200,exponential,20,,sdlog,0.86,0.86,0.78,0.8,0.83,0.85,0.88,0.9,0.94,0.95
149,fast decay,short,200,exponential,1,,sdlog,0.46,0.46,0.42,0.43,0.44,0.45,0.47,0.48,0.5,0.51
150,fast decay,short,200,exponential,2,,sdlog,0.4,0.4,0.37,0.37,0.39,0.4,0.41,0.42,0.44,0.45
151,fast decay,short,200,exponential,3,,sdlog,0.45,0.45,0.41,0.41,0.43,0.44,0.46,0.47,0.49,0.5
152,fast decay,short,200,exponential,4,,sdlog,0.45,0.45,0.41,0.42,0.43,0.44,0.46,0.47,0.49,0.5
153,fast decay,short,200,exponential,5,,sdlog,0.42,0.42,0.38,0.39,0.4,0.41,0.43,0.44,0.46,0.46
154,fast decay,short,200,exponential,6,,sdlog,0.47,0.47,0.43,0.43,0.45,0.46,0.48,0.49,0.51,0.52
155,fast decay,short,200,exponential,7,,sdlog,0.42,0.41,0.38,0.38,0.4,0.41,0.42,0.43,0.45,0.46
156,fast decay,short,200,exponential,8,,sdlog,0.43,0.43,0.39,0.4,0.42,0.42,0.44,0.45,0.47,0.48
157,fast decay,short,200,exponential,9,,sdlog,0.4,0.4,0.36,0.37,0.38,0.39,0.41,0.42,0.44,0.44
158,fast decay,short,200,exponential,10,,sdlog,0.45,0.45,0.41,0.42,0.43,0.44,0.46,0.47,0.49,0.5
159,fast decay,short,200,exponential,11,,sdlog,0.44,0.43,0.4,0.4,0.42,0.43,0.44,0.45,0.47,0.48
160,fast decay,short,200,exponential,12,,sdlog,0.44,0.44,0.4,0.41,0.42,0.43,0.45,0.46,0.48,0.49
161,fast decay,short,200,exponential,13,,sdlog,0.48,0.48,0.44,0.44,0.46,0.47,0.49,0.5,0.52,0.53
162,fast decay,short,200,exponential,14,,sdlog,0.44,0.44,0.4,0.41,0.42,0.43,0.45,0.46,0.48,0.49
163,fast decay,short,200,exponential,15,,sdlog,0.71,0.71,0.65,0.66,0.68,0.7,0.73,0.74,0.78,0.79
164,fast decay,short,200,exponential,16,,sdlog,0.44,0.44,0.4,0.4,0.42,0.43,0.45,0.46,0.47,0.48
165,fast decay,short,200,exponential,17,,sdlog,0.45,0.45,0.41,0.41,0.43,0.44,0.46,0.47,0.49,0.5
166,fast decay,short,200,exponential,18,,sdlog,0.42,0.42,0.38,0.38,0.4,0.41,0.42,0.43,0.45,0.46
167,fast decay,short,200,exponential,19,,sdlog,0.44,0.44,0.4,0.4,0.42,0.43,0.45,0.46,0.48,0.48
168,fast decay,short,200,exponential,20,,sdlog,0.42,0.42,0.38,0.39,0.4,0.41,0.43,0.44,0.45,0.46
169,fast growth,long,200,exponential,1,,sdlog,0.67,0.67,0.58,0.59,0.63,0.65,0.69,0.72,0.76,0.78
170,fast growth,long,200,exponential,2,,sdlog,1.1,1.1,0.97,0.99,1.1,1.1,1.2,1.2,1.3,1.3
171,fast growth,long,200,exponential,3,,sdlog,0.64,0.64,0.55,0.56,0.59,0.62,0.66,0.68,0.73,0.75
172,fast growth,long,200,exponential,4,,sdlog,0.7,0.69,0.6,0.61,0.65,0.67,0.71,0.74,0.79,0.81
173,fast growth,long,200,exponential,5,,sdlog,1.1,1.1,0.99,1,1.1,1.1,1.2,1.2,1.3,1.3
174,fast growth,long,200,exponential,6,,sdlog,0.66,0.65,0.57,0.58,0.61,0.64,0.67,0.7,0.75,0.77
175,fast growth,long,200,exponential,7,,sdlog,1.5,1.5,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.8
176,fast growth,long,200,exponential,8,,sdlog,0.71,0.7,0.61,0.62,0.66,0.68,0.73,0.75,0.8,0.82
177,fast growth,long,200,exponential,9,,sdlog,0.62,0.62,0.53,0.54,0.58,0.6,0.64,0.66,0.72,0.74
178,fast growth,long,200,exponential,10,,sdlog,1.1,1.1,0.98,1,1.1,1.1,1.2,1.2,1.3,1.3
179,fast growth,long,200,exponential,11,,sdlog,0.7,0.7,0.61,0.62,0.65,0.68,0.72,0.75,0.79,0.82
180,fast growth,long,200,exponential,12,,sdlog,0.7,0.7,0.6,0.61,0.65,0.68,0.72,0.75,0.8,0.82
181,fast growth,long,200,exponential,13,,sdlog,1.1,1.1,0.97,1,1.1,1.1,1.2,1.2,1.3,1.3
182,fast growth,long,200,exponential,14,,sdlog,0.53,0.53,0.46,0.47,0.49,0.51,0.55,0.57,0.61,0.63
183,fast growth,long,200,exponential,15,,sdlog,0.68,0.68,0.58,0.6,0.64,0.66,0.7,0.73,0.77,0.8
184,fast growth,long,200,exponential,16,,sdlog,0.65,0.65,0.56,0.58,0.61,0.63,0.67,0.69,0.74,0.76
185,fast growth,long,200,exponential,17,,sdlog,0.64,0.63,0.55,0.56,0.59,0.62,0.65,0.68,0.72,0.75
186,fast growth,long,200,exponential,18,,sdlog,0.56,0.56,0.47,0.48,0.52,0.54,0.57,0.6,0.64,0.66
187,fast growth,long,200,exponential,19,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.62,0.65,0.69,0.7
188,fast growth,long,200,exponential,20,,sdlog,0.61,0.61,0.52,0.53,0.57,0.59,0.63,0.65,0.7,0.72
189,fast growth,medium,200,exponential,1,,sdlog,0.56,0.56,0.48,0.49,0.52,0.54,0.57,0.6,0.64,0.66
190,fast growth,medium,200,exponential,2,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.6,0.62,0.66,0.69
191,fast growth,medium,200,exponential,3,,sdlog,0.55,0.55,0.47,0.48,0.51,0.53,0.56,0.59,0.63,0.65
192,fast growth,medium,200,exponential,4,,sdlog,0.59,0.59,0.5,0.51,0.55,0.57,0.61,0.63,0.68,0.7
193,fast growth,medium,200,exponential,5,,sdlog,0.53,0.53,0.45,0.46,0.49,0.51,0.54,0.56,0.6,0.62
194,fast growth,medium,200,exponential,6,,sdlog,0.6,0.6,0.51,0.52,0.56,0.58,0.62,0.65,0.7,0.72
195,fast growth,medium,200,exponential,7,,sdlog,0.54,0.54,0.46,0.47,0.5,0.52,0.55,0.57,0.61,0.63
196,fast growth,medium,200,exponential,8,,sdlog,0.49,0.48,0.42,0.43,0.45,0.47,0.5,0.52,0.55,0.57
197,fast growth,medium,200,exponential,9,,sdlog,0.54,0.53,0.46,0.47,0.5,0.52,0.55,0.57,0.61,0.63
198,fast growth,medium,200,exponential,10,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.61,0.66,0.68
199,fast growth,medium,200,exponential,11,,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.62,0.65,0.69,0.71
200,fast growth,medium,200,exponential,12,,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.62,0.64,0.69,0.71
201,fast growth,medium,200,exponential,13,,sdlog,0.6,0.6,0.51,0.53,0.56,0.58,0.62,0.64,0.69,0.71
202,fast growth,medium,200,exponential,14,,sdlog,0.53,0.53,0.46,0.47,0.49,0.51,0.54,0.57,0.6,0.62
203,fast growth,medium,200,exponential,15,,sdlog,0.6,0.6,0.51,0.52,0.56,0.58,0.62,0.64,0.69,0.71
204,fast growth,medium,200,exponential,16,,sdlog,0.54,0.54,0.46,0.47,0.5,0.52,0.55,0.58,0.63,0.64
205,fast growth,medium,200,exponential,17,,sdlog,0.53,0.53,0.46,0.46,0.49,0.51,0.54,0.56,0.61,0.62
206,fast growth,medium,200,exponential,18,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.6,0.62,0.66,0.68
207,fast growth,medium,200,exponential,19,,sdlog,0.59,0.59,0.51,0.52,0.55,0.57,0.6,0.63,0.68,0.7
208,fast growth,medium,200,exponential,20,,sdlog,0.51,0.51,0.44,0.45,0.47,0.49,0.52,0.54,0.58,0.59
209,fast growth,short,200,exponential,1,,sdlog,0.4,0.4,0.33,0.34,0.37,0.38,0.41,0.43,0.47,0.48
210,fast growth,short,200,exponential,2,,sdlog,0.51,0.5,0.43,0.44,0.47,0.49,0.52,0.54,0.59,0.61
211,fast growth,short,200,exponential,3,,sdlog,0.5,0.49,0.41,0.42,0.46,0.48,0.51,0.54,0.59,0.61
212,fast growth,short,200,exponential,4,,sdlog,0.47,0.47,0.4,0.41,0.44,0.46,0.49,0.51,0.55,0.57
213,fast growth,short,200,exponential,5,,sdlog,1.1,1.1,0.93,0.95,1,1.1,1.1,1.2,1.3,1.3
214,fast growth,short,200,exponential,6,,sdlog,0.42,0.42,0.36,0.37,0.39,0.41,0.43,0.45,0.49,0.5
215,fast growth,short,200,exponential,7,,sdlog,0.43,0.43,0.36,0.37,0.4,0.41,0.44,0.46,0.49,0.51
216,fast growth,short,200,exponential,8,,sdlog,0.42,0.41,0.35,0.36,0.38,0.4,0.43,0.45,0.49,0.5
217,fast growth,short,200,exponential,9,,sdlog,0.47,0.47,0.4,0.41,0.43,0.45,0.48,0.51,0.55,0.57
218,fast growth,short,200,exponential,10,,sdlog,0.45,0.45,0.38,0.39,0.42,0.43,0.46,0.48,0.52,0.54
219,fast growth,short,200,exponential,11,,sdlog,0.42,0.41,0.35,0.36,0.38,0.4,0.43,0.45,0.48,0.5
220,fast growth,short,200,exponential,12,,sdlog,0.48,0.48,0.41,0.41,0.44,0.46,0.5,0.52,0.57,0.59
221,fast growth,short,200,exponential,13,,sdlog,1.1,1.1,0.93,0.95,1,1.1,1.1,1.2,1.3,1.3
222,fast growth,short,200,exponential,14,,sdlog,0.49,0.49,0.41,0.42,0.45,0.47,0.5,0.52,0.56,0.58
223,fast growth,short,200,exponential,15,,sdlog,0.48,0.48,0.4,0.41,0.44,0.46,0.49,0.51,0.56,0.57
224,fast growth,short,200,exponential,16,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
225,fast growth,short,200,exponential,17,,sdlog,1.1,1.1,0.92,0.95,1,1,1.1,1.2,1.2,1.3
226,fast growth,short,200,exponential,18,,sdlog,0.46,0.46,0.39,0.4,0.43,0.44,0.48,0.5,0.54,0.55
227,fast growth,short,200,exponential,19,,sdlog,0.39,0.39,0.33,0.34,0.36,0.38,0.4,0.42,0.46,0.47
228,fast growth,short,200,exponential,20,,sdlog,0.42,0.42,0.35,0.36,0.39,0.41,0.44,0.45,0.5,0.51
229,growth,long,200,exponential,1,,sdlog,0.74,0.74,0.66,0.67,0.7,0.72,0.76,0.78,0.82,0.84
230,growth,long,200,exponential,2,,sdlog,0.71,0.71,0.63,0.64,0.67,0.69,0.73,0.75,0.79,0.8
231,growth,long,200,exponential,3,,sdlog,0.65,0.65,0.58,0.59,0.62,0.64,0.67,0.69,0.72,0.74
232,growth,long,200,exponential,4,,sdlog,0.66,0.66,0.59,0.6,0.63,0.65,0.68,0.7,0.74,0.76
233,growth,long,200,exponential,5,,sdlog,0.69,0.69,0.61,0.62,0.65,0.67,0.7,0.72,0.76,0.77
234,growth,long,200,exponential,6,,sdlog,1,1,0.92,0.94,0.98,1,1.1,1.1,1.2,1.2
235,growth,long,200,exponential,7,,sdlog,0.6,0.59,0.53,0.54,0.57,0.58,0.61,0.63,0.66,0.67
236,growth,long,200,exponential,8,,sdlog,0.64,0.64,0.57,0.58,0.61,0.63,0.66,0.68,0.71,0.73
237,growth,long,200,exponential,9,,sdlog,0.66,0.66,0.59,0.6,0.63,0.64,0.67,0.69,0.73,0.74
238,growth,long,200,exponential,10,,sdlog,1,1,0.88,0.9,0.94,0.97,1,1.1,1.1,1.1
239,growth,long,200,exponential,11,,sdlog,0.73,0.73,0.65,0.66,0.69,0.71,0.75,0.77,0.81,0.83
240,growth,long,200,exponential,12,,sdlog,0.68,0.68,0.6,0.61,0.64,0.66,0.69,0.71,0.75,0.77
241,growth,long,200,exponential,13,,sdlog,1,1,0.9,0.92,0.96,0.99,1,1.1,1.1,1.1
242,growth,long,200,exponential,14,,sdlog,0.7,0.7,0.62,0.63,0.66,0.68,0.71,0.73,0.77,0.79
243,growth,long,200,exponential,15,,sdlog,0.73,0.72,0.64,0.66,0.69,0.71,0.74,0.76,0.81,0.82
244,growth,long,200,exponential,16,,sdlog,0.59,0.58,0.52,0.53,0.55,0.57,0.6,0.62,0.65,0.67
245,growth,long,200,exponential,17,,sdlog,0.69,0.69,0.61,0.63,0.66,0.67,0.7,0.72,0.76,0.78
246,growth,long,200,exponential,18,,sdlog,1,1,0.89,0.9,0.95,0.98,1,1.1,1.1,1.1
247,growth,long,200,exponential,19,,sdlog,0.63,0.63,0.56,0.57,0.6,0.61,0.65,0.67,0.71,0.72
248,growth,long,200,exponential,20,,sdlog,0.62,0.62,0.55,0.56,0.59,0.61,0.63,0.65,0.69,0.7
249,growth,medium,200,exponential,1,,sdlog,0.52,0.52,0.46,0.47,0.49,0.51,0.53,0.55,0.58,0.6
250,growth,medium,200,exponential,2,,sdlog,0.65,0.65,0.57,0.58,0.61,0.63,0.66,0.68,0.72,0.73
251,growth,medium,200,exponential,3,,sdlog,0.55,0.54,0.48,0.49,0.52,0.53,0.56,0.57,0.61,0.62
252,growth,medium,200,exponential,4,,sdlog,0.57,0.57,0.51,0.52,0.54,0.56,0.58,0.6,0.63,0.65
253,growth,medium,200,exponential,5,,sdlog,0.58,0.58,0.52,0.53,0.55,0.57,0.59,0.61,0.64,0.66
254,growth,medium,200,exponential,6,,sdlog,0.55,0.55,0.49,0.49,0.52,0.53,0.56,0.58,0.61,0.62
255,growth,medium,200,exponential,7,,sdlog,0.59,0.59,0.52,0.53,0.56,0.57,0.6,0.62,0.65,0.66
256,growth,medium,200,exponential,8,,sdlog,0.61,0.61,0.54,0.55,0.58,0.6,0.62,0.64,0.68,0.69
257,growth,medium,200,exponential,9,,sdlog,0.6,0.6,0.53,0.54,0.56,0.58,0.61,0.63,0.66,0.68
258,growth,medium,200,exponential,10,,sdlog,0.61,0.6,0.53,0.54,0.57,0.59,0.62,0.64,0.67,0.69
259,growth,medium,200,exponential,11,,sdlog,0.59,0.58,0.52,0.53,0.55,0.57,0.6,0.62,0.65,0.66
260,growth,medium,200,exponential,12,,sdlog,0.6,0.6,0.53,0.54,0.57,0.58,0.61,0.63,0.66,0.68
261,growth,medium,200,exponential,13,,sdlog,0.58,0.58,0.51,0.52,0.55,0.56,0.59,0.61,0.64,0.65
262,growth,medium,200,exponential,14,,sdlog,0.54,0.54,0.48,0.49,0.51,0.53,0.55,0.57,0.6,0.61
263,growth,medium,200,exponential,15,,sdlog,0.58,0.58,0.51,0.53,0.55,0.57,0.59,0.61,0.64,0.65
264,growth,medium,200,exponential,16,,sdlog,0.56,0.56,0.49,0.5,0.53,0.54,0.57,0.59,0.62,0.63
265,growth,medium,200,exponential,17,,sdlog,0.53,0.53,0.47,0.48,0.5,0.52,0.54,0.56,0.59,0.6
266,growth,medium,200,exponential,18,,sdlog,0.6,0.6,0.53,0.54,0.57,0.58,0.61,0.63,0.66,0.67
267,growth,medium,200,exponential,19,,sdlog,0.52,0.52,0.47,0.48,0.5,0.51,0.54,0.55,0.58,0.59
268,growth,medium,200,exponential,20,,sdlog,0.56,0.56,0.5,0.51,0.53,0.55,0.57,0.59,0.62,0.64
269,growth,short,200,exponential,1,,sdlog,0.47,0.47,0.41,0.42,0.44,0.46,0.48,0.5,0.53,0.54
270,growth,short,200,exponential,2,,sdlog,0.49,0.49,0.43,0.44,0.47,0.48,0.5,0.52,0.55,0.57
271,growth,short,200,exponential,3,,sdlog,0.38,0.38,0.34,0.34,0.36,0.37,0.39,0.4,0.43,0.44
272,growth,short,200,exponential,4,,sdlog,0.45,0.45,0.4,0.4,0.43,0.44,0.46,0.48,0.51,0.52
273,growth,short,200,exponential,5,,sdlog,0.46,0.46,0.41,0.42,0.44,0.45,0.47,0.49,0.51,0.52
274,growth,short,200,exponential,6,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.46,0.49,0.5
275,growth,short,200,exponential,7,,sdlog,0.45,0.45,0.4,0.4,0.42,0.44,0.46,0.48,0.51,0.52
276,growth,short,200,exponential,8,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.46,0.49,0.5
277,growth,short,200,exponential,9,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.45,0.48,0.49
278,growth,short,200,exponential,10,,sdlog,0.44,0.44,0.39,0.39,0.42,0.43,0.45,0.47,0.49,0.51
279,growth,short,200,exponential,11,,sdlog,0.47,0.47,0.42,0.43,0.45,0.46,0.48,0.5,0.52,0.53
280,growth,short,200,exponential,12,,sdlog,0.44,0.44,0.39,0.39,0.42,0.43,0.45,0.47,0.5,0.51
281,growth,short,200,exponential,13,,sdlog,0.47,0.47,0.41,0.42,0.44,0.45,0.48,0.49,0.52,0.53
282,growth,short,200,exponential,14,,sdlog,0.45,0.45,0.4,0.4,0.43,0.44,0.46,0.48,0.51,0.53
283,growth,short,200,exponential,15,,sdlog,0.43,0.43,0.38,0.38,0.4,0.42,0.44,0.45,0.48,0.5
284,growth,short,200,exponential,16,,sdlog,0.45,0.45,0.4,0.4,0.42,0.44,0.46,0.48,0.5,0.52
285,growth,short,200,exponential,17,,sdlog,0.49,0.49,0.43,0.44,0.46,0.47,0.5,0.51,0.54,0.55
286,growth,short,200,exponential,18,,sdlog,0.45,0.45,0.39,0.4,0.42,0.43,0.46,0.47,0.51,0.52
287,growth,short,200,exponential,19,,sdlog,0.4,0.4,0.35,0.36,0.38,0.39,0.41,0.43,0.46,0.47
288,growth,short,200,exponential,20,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.43,0.46,0.47
289,stable,long,200,exponential,1,,sdlog,0.9,0.9,0.82,0.83,0.86,0.88,0.92,0.94,0.99,1
290,stable,long,200,exponential,2,,sdlog,0.63,0.62,0.56,0.57,0.6,0.61,0.64,0.65,0.69,0.7
291,stable,long,200,exponential,3,,sdlog,0.95,0.95,0.85,0.87,0.91,0.93,0.97,1,1,1.1
292,stable,long,200,exponential,4,,sdlog,0.68,0.68,0.61,0.62,0.65,0.67,0.69,0.71,0.74,0.76
293,stable,long,200,exponential,5,,sdlog,0.92,0.92,0.82,0.84,0.87,0.9,0.93,0.96,1,1
294,stable,long,200,exponential,6,,sdlog,0.71,0.7,0.64,0.65,0.67,0.69,0.72,0.74,0.77,0.78
295,stable,long,200,exponential,7,,sdlog,0.96,0.95,0.86,0.87,0.91,0.93,0.97,1,1,1.1
296,stable,long,200,exponential,8,,sdlog,0.7,0.69,0.63,0.64,0.66,0.68,0.71,0.73,0.76,0.77
297,stable,long,200,exponential,9,,sdlog,0.7,0.7,0.63,0.64,0.66,0.68,0.71,0.73,0.77,0.78
298,stable,long,200,exponential,10,,sdlog,0.74,0.73,0.66,0.67,0.7,0.72,0.75,0.77,0.81,0.82
