id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
94,decay,short,200,exponential,6,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.39
95,decay,short,200,exponential,7,,sdlog,0.35,0.35,0.31,0.31,0.33,0.34,0.36,0.38,0.4,0.41
96,decay,short,200,exponential,8,,sdlog,0.33,0.33,0.29,0.29,0.31,0.32,0.34,0.36,0.38,0.39
97,decay,short,200,exponential,9,,sdlog,0.34,0.34,0.3,0.3,0.32,0.33,0.35,0.36,0.39,0.4
98,decay,short,200,exponential,10,,sdlog,0.37,0.36,0.32,0.33,0.34,0.36,0.38,0.39,0.41,0.42
99,decay,short,200,exponential,11,,sdlog,0.3,0.3,0.26,0.26,0.28,0.29,0.3,0.32,0.34,0.35
100,decay,short,200,exponential,12,,sdlog,0.3,0.3,0.26,0.26,0.28,0.29,0.3,0.32,0.34,0.34
101,decay,short,200,exponential,13,,sdlog,0.36,0.35,0.31,0.32,0.34,0.35,0.36,0.37,0.4,0.41
102,decay,short,200,exponential,14,,sdlog,0.38,0.38,0.33,0.34,0.35,0.36,0.39,0.4,0.42,0.43
103,decay,short,200,exponential,15,,sdlog,0.35,0.34,0.3,0.31,0.32,0.33,0.35,0.37,0.39,0.4
104,decay,short,200,exponential,16,,sdlog,0.38,0.38,0.34,0.34,0.36,0.37,0.39,0.41,0.43,0.44
105,decay,short,200,exponential,17,,sdlog,0.39,0.39,0.35,0.35,0.37,0.38,0.4,0.42,0.44,0.45
106,decay,short,200,exponential,18,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.41,0.43,0.44
107,decay,short,200,exponential,19,,sdlog,0.35,0.35,0.3,0.31,0.33,0.34,0.36,0.37,0.4,0.41
108,decay,short,200,exponential,20,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.41,0.42
109,fast decay,long,200,exponential,1,,sdlog,0.83,0.82,0.68,0.7,0.76,0.79,0.85,0.9,1,1
110,fast decay,long,200,exponential,2,,sdlog,0.78,0.76,0.63,0.65,0.7,0.73,0.8,0.84,0.94,0.99
111,fast decay,long,200,exponential,3,,sdlog,0.79,0.77,0.64,0.66,0.71,0.74,0.81,0.85,0.95,1
112,fast decay,long,200,exponential,4,,sdlog,0.67,0.66,0.56,0.57,0.61,0.64,0.69,0.72,0.79,0.82
113,fast decay,long,200,exponential,5,,sdlog,0.77,0.76,0.64,0.66,0.71,0.74,0.79,0.82,0.89,0.93
114,fast decay,long,200,exponential,6,,sdlog,0.57,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.65,0.67
115,fast decay,long,200,exponential,7,,sdlog,0.72,0.71,0.61,0.62,0.66,0.69,0.74,0.77,0.84,0.88
116,fast decay,long,200,exponential,8,,sdlog,0.76,0.75,0.64,0.66,0.7,0.73,0.78,0.82,0.89,0.92
117,fast decay,long,200,exponential,9,,sdlog,0.61,0.61,0.52,0.54,0.57,0.59,0.63,0.65,0.7,0.72
118,fast decay,long,200,exponential,10,,sdlog,0.78,0.77,0.63,0.65,0.7,0.73,0.8,0.85,0.95,0.99
119,fast decay,long,200,exponential,11,,sdlog,0.75,0.74,0.63,0.65,0.69,0.71,0.76,0.8,0.87,0.91
120,fast decay,long,200,exponential,12,,sdlog,0.78,0.77,0.66,0.68,0.72,0.75,0.8,0.83,0.91,0.94
121,fast decay,long,200,exponential,13,,sdlog,0.68,0.67,0.57,0.58,0.62,0.65,0.7,0.73,0.79,0.82
122,fast decay,long,200,exponential,14,,sdlog,0.8,0.79,0.66,0.68,0.73,0.76,0.83,0.87,0.95,0.99
123,fast decay,long,200,exponential,15,,sdlog,0.59,0.59,0.5,0.51,0.55,0.57,0.61,0.63,0.69,0.71
124,fast decay,long,200,exponential,16,,sdlog,0.74,0.72,0.61,0.62,0.66,0.69,0.76,0.8,0.89,0.94
125,fast decay,long,200,exponential,17,,sdlog,0.81,0.8,0.67,0.69,0.74,0.77,0.83,0.88,0.96,1
126,fast decay,long,200,exponential,18,,sdlog,0.65,0.64,0.55,0.56,0.6,0.62,0.67,0.69,0.75,0.78
127,fast decay,long,200,exponential,19,,sdlog,0.69,0.68,0.58,0.59,0.63,0.66,0.71,0.74,0.8,0.82
128,fast decay,long,200,exponential,20,,sdlog,0.71,0.71,0.61,0.63,0.66,0.69,0.73,0.76,0.82,0.84
129,fast decay,medium,200,exponential,1,,sdlog,0.54,0.54,0.47,0.48,0.51,0.53,0.56,0.58,0.62,0.64
130,fast decay,medium,200,exponential,2,,sdlog,0.51,0.51,0.45,0.46,0.48,0.5,0.52,0.54,0.58,0.59
131,fast decay,medium,200,exponential,3,,sdlog,0.59,0.59,0.52,0.53,0.56,0.57,0.6,0.62,0.66,0.68
132,fast decay,medium,200,exponential,4,,sdlog,0.51,0.51,0.45,0.46,0.48,0.5,0.52,0.54,0.57,0.59
133,fast decay,medium,200,exponential,5,,sdlog,0.57,0.57,0.5,0.51,0.54,0.55,0.58,0.6,0.64,0.66
134,fast decay,medium,200,exponential,6,,sdlog,0.47,0.47,0.41,0.42,0.44,0.46,0.48,0.5,0.53,0.55
135,fast decay,medium,200,exponential,7,,sdlog,0.56,0.55,0.49,0.5,0.52,0.54,0.57,0.59,0.62,0.64
136,fast decay,medium,200,exponential,8,,sdlog,0.5,0.5,0.43,0.44,0.47,0.49,0.52,0.54,0.57,0.59
137,fast decay,medium,200,exponential,9,,sdlog,0.49,0.48,0.42,0.43,0.46,0.47,0.5,0.51,0.55,0.56
138,fast decay,medium,200,exponential,10,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.44,0.47,0.48
139,fast decay,medium,200,exponential,11,,sdlog,0.54,0.54,0.47,0.48,0.51,0.52,0.56,0.58,0.62,0.63
140,fast decay,medium,200,exponential,12,,sdlog,0.5,0.5,0.44,0.45,0.47,0.49,0.51,0.53,0.56,0.58
141,fast decay,medium,200,exponential,13,,sdlog,0.53,0.52,0.46,0.47,0.5,0.51,0.54,0.55,0.59,0.6
142,fast decay,medium,200,exponential,14,,sdlog,0.56,0.55,0.49,0.5,0.52,0.54,0.57,0.59,0.62,0.64
143,fast decay,medium,200,exponential,15,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.61,0.65,0.67
144,fast decay,medium,200,exponential,16,,sdlog,0.47,0.47,0.41,0.42,0.44,0.46,0.49,0.5,0.53,0.55
145,fast decay,medium,200,exponential,17,,sdlog,0.63,0.62,0.54,0.55,0.58,0.61,0.64,0.67,0.72,0.74
146,fast decay,medium,200,exponential,18,,sdlog,0.5,0.49,0.43,0.44,0.47,0.48,0.51,0.52,0.56,0.57
147,fast decay,medium,200,exponential,19,,sdlog,0.53,0.52,0.46,0.47,0.5,0.51,0.54,0.55,0.59,0.6
148,fast decay,medium,200,exponential,20,,sdlog,0.51,0.5,0.44,0.45,0.48,0.49,0.52,0.54,0.57,0.58
149,fast decay,short,200,exponential,1,,sdlog,0.35,0.35,0.3,0.31,0.33,0.34,0.36,0.37,0.39,0.4
150,fast decay,short,200,exponential,2,,sdlog,0.25,0.25,0.23,0.24,0.24,0.24,0.25,0.26,0.28,0.28
151,fast decay,short,200,exponential,3,,sdlog,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.25,0.26,0.26
152,fast decay,short,200,exponential,4,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.42,0.43
153,fast decay,short,200,exponential,5,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.39
154,fast decay,short,200,exponential,6,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.42,0.43
155,fast decay,short,200,exponential,7,,sdlog,0.29,0.28,0.25,0.25,0.27,0.28,0.29,0.3,0.33,0.33
156,fast decay,short,200,exponential,8,,sdlog,0.35,0.35,0.3,0.31,0.32,0.34,0.35,0.37,0.39,0.4
157,fast decay,short,200,exponential,9,,sdlog,0.32,0.32,0.28,0.28,0.3,0.31,0.33,0.34,0.36,0.37
158,fast decay,short,200,exponential,10,,sdlog,0.26,0.26,0.24,0.24,0.25,0.25,0.26,0.27,0.29,0.3
159,fast decay,short,200,exponential,11,,sdlog,0.3,0.3,0.26,0.27,0.28,0.29,0.31,0.32,0.34,0.35
160,fast decay,short,200,exponential,12,,sdlog,0.26,0.25,0.24,0.24,0.25,0.25,0.26,0.26,0.28,0.28
161,fast decay,short,200,exponential,13,,sdlog,0.36,0.36,0.31,0.32,0.34,0.35,0.37,0.38,0.4,0.41
162,fast decay,short,200,exponential,14,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.41,0.42
163,fast decay,short,200,exponential,15,,sdlog,0.26,0.25,0.24,0.24,0.25,0.25,0.26,0.27,0.28,0.29
164,fast decay,short,200,exponential,16,,sdlog,0.28,0.28,0.25,0.25,0.26,0.27,0.29,0.3,0.32,0.33
165,fast decay,short,200,exponential,17,,sdlog,0.31,0.3,0.26,0.27,0.28,0.29,0.31,0.32,0.35,0.36
166,fast decay,short,200,exponential,18,,sdlog,0.25,0.24,0.23,0.24,0.24,0.24,0.25,0.25,0.27,0.27
167,fast decay,short,200,exponential,19,,sdlog,0.34,0.34,0.3,0.3,0.32,0.33,0.35,0.36,0.39,0.39
168,fast decay,short,200,exponential,20,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.39
169,fast growth,long,200,exponential,1,,sdlog,0.77,0.76,0.65,0.66,0.71,0.74,0.79,0.82,0.89,0.92
170,fast growth,long,200,exponential,2,,sdlog,0.7,0.69,0.59,0.61,0.65,0.67,0.72,0.75,0.8,0.83
171,fast growth,long,200,exponential,3,,sdlog,0.71,0.71,0.6,0.62,0.66,0.69,0.73,0.77,0.83,0.86
172,fast growth,long,200,exponential,4,,sdlog,0.69,0.68,0.58,0.6,0.64,0.66,0.71,0.74,0.79,0.82
173,fast growth,long,200,exponential,5,,sdlog,0.72,0.71,0.61,0.62,0.66,0.69,0.74,0.77,0.83,0.85
174,fast growth,long,200,exponential,6,,sdlog,0.69,0.69,0.59,0.6,0.64,0.66,0.71,0.74,0.8,0.82
175,fast growth,long,200,exponential,7,,sdlog,0.7,0.69,0.59,0.61,0.64,0.67,0.71,0.74,0.8,0.83
176,fast growth,long,200,exponential,8,,sdlog,0.8,0.79,0.67,0.69,0.73,0.76,0.82,0.86,0.94,0.98
177,fast growth,long,200,exponential,9,,sdlog,0.7,0.69,0.59,0.61,0.65,0.67,0.72,0.75,0.8,0.84
178,fast growth,long,200,exponential,10,,sdlog,0.68,0.68,0.58,0.6,0.63,0.66,0.7,0.73,0.79,0.81
179,fast growth,long,200,exponential,11,,sdlog,0.75,0.74,0.63,0.65,0.69,0.72,0.77,0.8,0.86,0.89
180,fast growth,long,200,exponential,12,,sdlog,0.72,0.72,0.61,0.63,0.67,0.7,0.74,0.77,0.83,0.86
181,fast growth,long,200,exponential,13,,sdlog,0.78,0.78,0.66,0.67,0.72,0.75,0.81,0.84,0.91,0.95
182,fast growth,long,200,exponential,14,,sdlog,0.87,0.85,0.71,0.74,0.79,0.82,0.89,0.93,1,1.1
183,fast growth,long,200,exponential,15,,sdlog,0.72,0.72,0.62,0.63,0.67,0.7,0.74,0.78,0.83,0.86
184,fast growth,long,200,exponential,16,,sdlog,0.79,0.78,0.67,0.68,0.72,0.75,0.81,0.84,0.92,0.95
185,fast growth,long,200,exponential,17,,sdlog,0.7,0.7,0.59,0.61,0.65,0.68,0.72,0.75,0.81,0.84
186,fast growth,long,200,exponential,18,,sdlog,0.74,0.74,0.62,0.64,0.69,0.71,0.76,0.8,0.87,0.9
187,fast growth,long,200,exponential,19,,sdlog,0.76,0.75,0.64,0.65,0.7,0.72,0.78,0.81,0.88,0.9
188,fast growth,long,200,exponential,20,,sdlog,0.85,0.84,0.71,0.72,0.78,0.81,0.88,0.92,1,1.1
189,fast growth,medium,200,exponential,1,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.63,0.65,0.71,0.73
190,fast growth,medium,200,exponential,2,,sdlog,0.57,0.57,0.49,0.51,0.53,0.55,0.58,0.6,0.65,0.67
191,fast growth,medium,200,exponential,3,,sdlog,0.57,0.57,0.49,0.5,0.53,0.55,0.58,0.61,0.65,0.67
192,fast growth,medium,200,exponential,4,,sdlog,0.57,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.64,0.66
193,fast growth,medium,200,exponential,5,,sdlog,0.56,0.55,0.48,0.49,0.52,0.54,0.57,0.59,0.63,0.65
194,fast growth,medium,200,exponential,6,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.6,0.62,0.66,0.68
195,fast growth,medium,200,exponential,7,,sdlog,0.63,0.63,0.54,0.55,0.59,0.61,0.65,0.67,0.72,0.74
196,fast growth,medium,200,exponential,8,,sdlog,0.62,0.62,0.54,0.54,0.58,0.6,0.64,0.66,0.72,0.74
197,fast growth,medium,200,exponential,9,,sdlog,0.52,0.51,0.44,0.46,0.48,0.5,0.53,0.55,0.58,0.6
198,fast growth,medium,200,exponential,10,,sdlog,0.53,0.53,0.46,0.47,0.5,0.51,0.54,0.56,0.6,0.61
199,fast growth,medium,200,exponential,11,,sdlog,0.57,0.57,0.5,0.51,0.54,0.55,0.59,0.61,0.65,0.67
200,fast growth,medium,200,exponential,12,,sdlog,0.55,0.55,0.47,0.48,0.51,0.53,0.56,0.58,0.62,0.64
201,fast growth,medium,200,exponential,13,,sdlog,0.6,0.59,0.51,0.52,0.56,0.57,0.61,0.63,0.68,0.7
202,fast growth,medium,200,exponential,14,,sdlog,0.54,0.54,0.46,0.48,0.51,0.52,0.55,0.57,0.61,0.63
203,fast growth,medium,200,exponential,15,,sdlog,0.62,0.61,0.53,0.54,0.57,0.59,0.63,0.65,0.7,0.73
204,fast growth,medium,200,exponential,16,,sdlog,0.52,0.52,0.45,0.46,0.49,0.51,0.54,0.56,0.59,0.61
205,fast growth,medium,200,exponential,17,,sdlog,0.54,0.54,0.47,0.48,0.5,0.52,0.55,0.58,0.62,0.63
206,fast growth,medium,200,exponential,18,,sdlog,0.6,0.59,0.51,0.52,0.56,0.58,0.61,0.63,0.68,0.7
207,fast growth,medium,200,exponential,19,,sdlog,0.56,0.56,0.48,0.49,0.53,0.54,0.58,0.6,0.64,0.66
208,fast growth,medium,200,exponential,20,,sdlog,0.61,0.6,0.52,0.53,0.57,0.58,0.62,0.65,0.7,0.71
209,fast growth,short,200,exponential,1,,sdlog,0.38,0.37,0.33,0.33,0.35,0.36,0.38,0.4,0.42,0.43
210,fast growth,short,200,exponential,2,,sdlog,0.33,0.33,0.29,0.29,0.31,0.32,0.34,0.35,0.37,0.38
211,fast growth,short,200,exponential,3,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.42,0.44,0.46
212,fast growth,short,200,exponential,4,,sdlog,0.35,0.35,0.3,0.31,0.32,0.34,0.36,0.37,0.39,0.4
213,fast growth,short,200,exponential,5,,sdlog,0.36,0.36,0.31,0.32,0.34,0.35,0.37,0.38,0.41,0.42
214,fast growth,short,200,exponential,6,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.39
215,fast growth,short,200,exponential,7,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.41,0.44,0.45
216,fast growth,short,200,exponential,8,,sdlog,0.41,0.41,0.35,0.36,0.38,0.4,0.42,0.43,0.46,0.47
217,fast growth,short,200,exponential,9,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.41,0.43,0.45
218,fast growth,short,200,exponential,10,,sdlog,0.33,0.33,0.29,0.29,0.31,0.32,0.34,0.35,0.37,0.38
219,fast growth,short,200,exponential,11,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.39
220,fast growth,short,200,exponential,12,,sdlog,0.36,0.36,0.31,0.32,0.34,0.35,0.37,0.38,0.4,0.41
221,fast growth,short,200,exponential,13,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.4
222,fast growth,short,200,exponential,14,,sdlog,0.33,0.33,0.29,0.29,0.31,0.32,0.34,0.35,0.37,0.38
223,fast growth,short,200,exponential,15,,sdlog,0.4,0.4,0.35,0.35,0.37,0.39,0.41,0.42,0.45,0.46
224,fast growth,short,200,exponential,16,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.39
225,fast growth,short,200,exponential,17,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.4,0.42,0.43
226,fast growth,short,200,exponential,18,,sdlog,0.37,0.36,0.32,0.32,0.34,0.35,0.37,0.39,0.41,0.42
227,fast growth,short,200,exponential,19,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.42,0.43
228,fast growth,short,200,exponential,20,,sdlog,0.35,0.35,0.3,0.31,0.32,0.34,0.36,0.37,0.39,0.41
229,growth,long,200,exponential,1,,sdlog,0.74,0.73,0.63,0.65,0.69,0.71,0.75,0.78,0.84,0.86
230,growth,long,200,exponential,2,,sdlog,0.89,0.88,0.74,0.76,0.82,0.85,0.92,0.96,1,1.1
231,growth,long,200,exponential,3,,sdlog,0.71,0.71,0.61,0.63,0.67,0.69,0.73,0.76,0.81,0.84
232,growth,long,200,exponential,4,,sdlog,0.68,0.68,0.59,0.6,0.64,0.66,0.7,0.72,0.77,0.79
233,growth,long,200,exponential,5,,sdlog,0.68,0.68,0.58,0.6,0.64,0.66,0.7,0.73,0.78,0.8
234,growth,long,200,exponential,6,,sdlog,0.7,0.7,0.6,0.62,0.65,0.67,0.72,0.75,0.8,0.83
235,growth,long,200,exponential,7,,sdlog,0.83,0.83,0.71,0.72,0.77,0.8,0.86,0.89,0.96,0.99
236,growth,long,200,exponential,8,,sdlog,0.7,0.7,0.61,0.62,0.66,0.68,0.72,0.75,0.8,0.82
237,growth,long,200,exponential,9,,sdlog,0.84,0.84,0.72,0.74,0.78,0.81,0.87,0.9,0.98,1
238,growth,long,200,exponential,10,,sdlog,0.74,0.73,0.64,0.65,0.69,0.71,0.76,0.79,0.85,0.87
239,growth,long,200,exponential,11,,sdlog,0.76,0.75,0.65,0.66,0.7,0.73,0.78,0.81,0.87,0.89
240,growth,long,200,exponential,12,,sdlog,0.82,0.82,0.69,0.71,0.76,0.79,0.85,0.88,0.95,0.98
241,growth,long,200,exponential,13,,sdlog,0.69,0.68,0.59,0.6,0.64,0.66,0.71,0.73,0.78,0.8
242,growth,long,200,exponential,14,,sdlog,0.78,0.77,0.66,0.67,0.72,0.75,0.8,0.83,0.9,0.93
243,growth,long,200,exponential,15,,sdlog,0.75,0.75,0.64,0.66,0.7,0.73,0.77,0.8,0.86,0.89
244,growth,long,200,exponential,16,,sdlog,0.82,0.82,0.7,0.71,0.76,0.79,0.84,0.88,0.95,0.98
245,growth,long,200,exponential,17,,sdlog,0.72,0.72,0.62,0.63,0.67,0.7,0.74,0.77,0.82,0.85
246,growth,long,200,exponential,18,,sdlog,0.65,0.65,0.56,0.58,0.61,0.63,0.67,0.69,0.74,0.76
247,growth,long,200,exponential,19,,sdlog,0.68,0.68,0.59,0.6,0.64,0.66,0.7,0.73,0.77,0.79
248,growth,long,200,exponential,20,,sdlog,0.8,0.79,0.68,0.7,0.74,0.76,0.82,0.85,0.92,0.94
249,growth,medium,200,exponential,1,,sdlog,0.56,0.56,0.49,0.5,0.53,0.54,0.58,0.6,0.63,0.65
250,growth,medium,200,exponential,2,,sdlog,0.59,0.59,0.51,0.52,0.55,0.57,0.6,0.62,0.66,0.68
251,growth,medium,200,exponential,3,,sdlog,0.62,0.62,0.54,0.55,0.58,0.6,0.64,0.66,0.7,0.72
252,growth,medium,200,exponential,4,,sdlog,0.56,0.56,0.49,0.5,0.53,0.54,0.57,0.59,0.63,0.65
253,growth,medium,200,exponential,5,,sdlog,0.51,0.51,0.45,0.46,0.48,0.5,0.52,0.54,0.57,0.58
254,growth,medium,200,exponential,6,,sdlog,0.5,0.5,0.44,0.45,0.47,0.49,0.51,0.53,0.56,0.57
255,growth,medium,200,exponential,7,,sdlog,0.56,0.56,0.5,0.51,0.53,0.55,0.58,0.6,0.63,0.65
256,growth,medium,200,exponential,8,,sdlog,0.59,0.59,0.51,0.52,0.55,0.57,0.6,0.62,0.66,0.68
257,growth,medium,200,exponential,9,,sdlog,0.63,0.63,0.55,0.56,0.59,0.61,0.65,0.67,0.72,0.74
258,growth,medium,200,exponential,10,,sdlog,0.6,0.6,0.53,0.54,0.57,0.59,0.62,0.64,0.68,0.7
259,growth,medium,200,exponential,11,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.67
260,growth,medium,200,exponential,12,,sdlog,0.61,0.61,0.54,0.55,0.57,0.59,0.63,0.65,0.69,0.71
261,growth,medium,200,exponential,13,,sdlog,0.54,0.53,0.47,0.48,0.5,0.52,0.55,0.57,0.6,0.61
262,growth,medium,200,exponential,14,,sdlog,0.51,0.51,0.45,0.45,0.48,0.49,0.52,0.54,0.57,0.59
263,growth,medium,200,exponential,15,,sdlog,0.57,0.56,0.5,0.51,0.53,0.55,0.58,0.6,0.63,0.65
264,growth,medium,200,exponential,16,,sdlog,0.6,0.59,0.52,0.53,0.56,0.58,0.61,0.63,0.68,0.69
265,growth,medium,200,exponential,17,,sdlog,0.62,0.62,0.54,0.55,0.59,0.61,0.64,0.66,0.71,0.73
266,growth,medium,200,exponential,18,,sdlog,0.59,0.59,0.51,0.53,0.55,0.57,0.6,0.62,0.66,0.68
267,growth,medium,200,exponential,19,,sdlog,0.51,0.51,0.45,0.46,0.48,0.49,0.52,0.53,0.56,0.58
268,growth,medium,200,exponential,20,,sdlog,0.6,0.6,0.52,0.53,0.57,0.58,0.62,0.64,0.68,0.7
269,growth,short,200,exponential,1,,sdlog,0.4,0.39,0.35,0.35,0.37,0.38,0.4,0.42,0.44,0.45
270,growth,short,200,exponential,2,,sdlog,0.35,0.35,0.31,0.32,0.33,0.34,0.36,0.37,0.39,0.4
271,growth,short,200,exponential,3,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.44,0.47,0.48
272,growth,short,200,exponential,4,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.41,0.43,0.44
273,growth,short,200,exponential,5,,sdlog,0.34,0.34,0.3,0.3,0.32,0.33,0.35,0.36,0.38,0.39
274,growth,short,200,exponential,6,,sdlog,0.36,0.36,0.32,0.32,0.34,0.35,0.37,0.38,0.41,0.42
275,growth,short,200,exponential,7,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.4,0.43,0.44
276,growth,short,200,exponential,8,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.41,0.42
277,growth,short,200,exponential,9,,sdlog,0.36,0.36,0.31,0.32,0.34,0.35,0.37,0.38,0.4,0.41
278,growth,short,200,exponential,10,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.4,0.43,0.44
279,growth,short,200,exponential,11,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.41,0.42
280,growth,short,200,exponential,12,,sdlog,0.38,0.38,0.34,0.34,0.36,0.37,0.39,0.41,0.43,0.44
281,growth,short,200,exponential,13,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.39,0.41,0.42
282,growth,short,200,exponential,14,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.4,0.42,0.43
283,growth,short,200,exponential,15,,sdlog,0.34,0.34,0.29,0.3,0.32,0.33,0.35,0.36,0.38,0.39
284,growth,short,200,exponential,16,,sdlog,0.34,0.34,0.3,0.3,0.32,0.33,0.35,0.36,0.38,0.39
285,growth,short,200,exponential,17,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.4,0.42,0.43
286,growth,short,200,exponential,18,,sdlog,0.35,0.34,0.3,0.31,0.32,0.34,0.35,0.37,0.39,0.4
287,growth,short,200,exponential,19,,sdlog,0.33,0.33,0.29,0.29,0.31,0.32,0.34,0.35,0.37,0.38
288,growth,short,200,exponential,20,,sdlog,0.4,0.39,0.35,0.36,0.37,0.38,0.4,0.42,0.44,0.45
289,stable,long,200,exponential,1,,sdlog,0.69,0.68,0.6,0.61,0.65,0.67,0.7,0.73,0.78,0.8
290,stable,long,200,exponential,2,,sdlog,0.76,0.76,0.65,0.67,0.71,0.74,0.78,0.81,0.88,0.91
291,stable,long,200,exponential,3,,sdlog,0.8,0.79,0.68,0.7,0.74,0.77,0.82,0.85,0.92,0.95
292,stable,long,200,exponential,4,,sdlog,0.71,0.71,0.61,0.63,0.66,0.69,0.73,0.75,0.8,0.82
293,stable,long,200,exponential,5,,sdlog,0.67,0.67,0.59,0.6,0.63,0.65,0.69,0.72,0.76,0.78
294,stable,long,200,exponential,6,,sdlog,0.82,0.82,0.7,0.72,0.76,0.79,0.84,0.88,0.94,0.97
295,stable,long,200,exponential,7,,sdlog,0.8,0.79,0.68,0.7,0.74,0.77,0.82,0.85,0.92,0.94
296,stable,long,200,exponential,8,,sdlog,0.74,0.74,0.64,0.65,0.69,0.72,0.76,0.79,0.84,0.87
297,stable,long,200,exponential,9,,sdlog,0.81,0.81,0.69,0.71,0.76,0.78,0.83,0.86,0.93,0.96
298,stable,long,200,exponential,10,,sdlog,0.75,0.74,0.64,0.66,0.7,0.72,0.77,0.8,0.86,0.88
299,stable,long,200,exponential,11,,sdlog,0.86,0.86,0.73,0.75,0.8,0.83,0.89,0.93,1,1
300,stable,long,200,exponential,12,,sdlog,0.73,0.73,0.63,0.65,0.68,0.71,0.75,0.78,0.83,0.85
301,stable,long,200,exponential,13,,sdlog,0.86,0.85,0.73,0.75,0.8,0.83,0.88,0.92,0.98,1
302,stable,long,200,exponential,14,,sdlog,0.9,0.89,0.75,0.77,0.83,0.86,0.93,0.96,1,1.1
303,stable,long,200,exponential,15,,sdlog,0.84,0.83,0.72,0.74,0.78,0.81,0.86,0.89,0.96,0.98
304,stable,long,200,exponential,16,,sdlog,0.71,0.7,0.61,0.62,0.66,0.68,0.72,0.75,0.8,0.82
305,stable,long,200,exponential,17,,sdlog,0.91,0.9,0.76,0.78,0.84,0.87,0.94,0.98,1.1,1.1
306,stable,long,200,exponential,18,,sdlog,0.69,0.69,0.6,0.62,0.65,0.67,0.71,0.73,0.78,0.81
307,stable,long,200,exponential,19,,sdlog,0.71,0.7,0.61,0.63,0.66,0.69,0.72,0.75,0.8,0.82
308,stable,long,200,exponential,20,,sdlog,0.83,0.82,0.7,0.72,0.77,0.8,0.85,0.88,0.96,0.99
309,stable,medium,200,exponential,1,,sdlog,0.52,0.51,0.46,0.46,0.49,0.5,0.53,0.54,0.57,0.58
310,stable,medium,200,exponential,2,,sdlog,0.64,0.63,0.56,0.57,0.6,0.62,0.65,0.67,0.71,0.73
311,stable,medium,200,exponential,3,,sdlog,0.62,0.62,0.54,0.55,0.58,0.6,0.63,0.65,0.7,0.71
312,stable,medium,200,exponential,4,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.67
313,stable,medium,200,exponential,5,,sdlog,0.56,0.56,0.49,0.5,0.53,0.55,0.57,0.59,0.62,0.64
314,stable,medium,200,exponential,6,,sdlog,0.56,0.55,0.49,0.5,0.52,0.54,0.57,0.58,0.62,0.64
315,stable,medium,200,exponential,7,,sdlog,0.63,0.63,0.55,0.56,0.6,0.61,0.65,0.67,0.71,0.73
316,stable,medium,200,exponential,8,,sdlog,0.57,0.57,0.51,0.52,0.54,0.56,0.59,0.6,0.64,0.65
