id,scenario,distribution,sample_size,data_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
59,fast growth,medium,1000,exponential,sd,3.3,3.2,2.9,2.9,3.1,3.2,3.3,3.5,3.7,3.8
60,fast growth,short,1000,exponential,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
60,fast growth,short,1000,exponential,sdlog,0.36,0.36,0.34,0.34,0.35,0.36,0.37,0.37,0.38,0.39
60,fast growth,short,1000,exponential,mean,3.6,3.6,3.5,3.5,3.6,3.6,3.7,3.7,3.7,3.8
60,fast growth,short,1000,exponential,sd,1.4,1.4,1.2,1.3,1.3,1.3,1.4,1.4,1.5,1.5
61,stable,long,1000,exponential,meanlog,1.8,1.8,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8
61,stable,long,1000,exponential,sdlog,0.73,0.73,0.68,0.69,0.71,0.72,0.74,0.75,0.77,0.78
61,stable,long,1000,exponential,mean,7.6,7.5,7,7.1,7.3,7.4,7.6,7.8,8.1,8.3
61,stable,long,1000,exponential,sd,6.3,6.3,5.4,5.6,5.9,6.1,6.5,6.8,7.3,7.5
62,stable,medium,1000,exponential,meanlog,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6
62,stable,medium,1000,exponential,sdlog,0.56,0.56,0.53,0.54,0.55,0.55,0.57,0.57,0.59,0.59
62,stable,medium,1000,exponential,mean,5.5,5.5,5.3,5.3,5.4,5.5,5.6,5.6,5.7,5.8
62,stable,medium,1000,exponential,sd,3.4,3.3,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7
63,stable,short,1000,exponential,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
63,stable,short,1000,exponential,sdlog,0.39,0.39,0.36,0.37,0.38,0.38,0.39,0.4,0.41,0.41
63,stable,short,1000,exponential,mean,3.7,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.8
63,stable,short,1000,exponential,sd,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
