id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
87,decay,medium,200,exponential,19,,sdlog,0.53,0.53,0.46,0.47,0.49,0.51,0.54,0.56,0.59,0.61
88,decay,medium,200,exponential,20,,sdlog,0.59,0.59,0.52,0.53,0.55,0.57,0.6,0.62,0.66,0.67
89,decay,short,200,exponential,1,,sdlog,0.42,0.42,0.35,0.36,0.38,0.4,0.44,0.46,0.49,0.5
90,decay,short,200,exponential,2,,sdlog,0.37,0.37,0.31,0.32,0.34,0.35,0.38,0.4,0.43,0.44
91,decay,short,200,exponential,3,,sdlog,0.4,0.4,0.33,0.34,0.36,0.38,0.41,0.43,0.46,0.47
92,decay,short,200,exponential,4,,sdlog,0.43,0.43,0.36,0.37,0.39,0.41,0.45,0.47,0.5,0.51
93,decay,short,200,exponential,5,,sdlog,0.41,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
94,decay,short,200,exponential,6,,sdlog,0.43,0.43,0.36,0.37,0.4,0.41,0.44,0.46,0.49,0.5
95,decay,short,200,exponential,7,,sdlog,0.42,0.42,0.36,0.36,0.39,0.4,0.44,0.46,0.49,0.51
96,decay,short,200,exponential,8,,sdlog,0.42,0.41,0.35,0.36,0.38,0.4,0.43,0.45,0.48,0.49
97,decay,short,200,exponential,9,,sdlog,0.42,0.41,0.35,0.36,0.38,0.4,0.43,0.45,0.48,0.49
98,decay,short,200,exponential,10,,sdlog,0.42,0.42,0.35,0.36,0.38,0.4,0.43,0.45,0.48,0.49
99,decay,short,200,exponential,11,,sdlog,0.39,0.39,0.33,0.33,0.35,0.37,0.4,0.42,0.45,0.46
100,decay,short,200,exponential,12,,sdlog,0.38,0.38,0.32,0.33,0.35,0.36,0.39,0.41,0.44,0.45
101,decay,short,200,exponential,13,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
102,decay,short,200,exponential,14,,sdlog,0.43,0.43,0.37,0.37,0.4,0.42,0.45,0.47,0.5,0.51
103,decay,short,200,exponential,15,,sdlog,0.4,0.4,0.34,0.34,0.37,0.38,0.41,0.43,0.46,0.47
104,decay,short,200,exponential,16,,sdlog,0.41,0.41,0.34,0.35,0.38,0.39,0.42,0.45,0.47,0.49
105,decay,short,200,exponential,17,,sdlog,0.43,0.43,0.36,0.37,0.39,0.41,0.44,0.46,0.5,0.51
106,decay,short,200,exponential,18,,sdlog,0.43,0.43,0.36,0.37,0.4,0.42,0.45,0.47,0.5,0.51
107,decay,short,200,exponential,19,,sdlog,0.41,0.41,0.34,0.35,0.38,0.39,0.42,0.44,0.47,0.48
108,decay,short,200,exponential,20,,sdlog,0.41,0.41,0.34,0.35,0.38,0.39,0.43,0.45,0.48,0.49
109,fast decay,long,200,exponential,1,,sdlog,0.81,0.81,0.71,0.73,0.76,0.79,0.83,0.86,0.91,0.93
110,fast decay,long,200,exponential,2,,sdlog,0.69,0.68,0.6,0.61,0.65,0.67,0.7,0.72,0.76,0.78
111,fast decay,long,200,exponential,3,,sdlog,0.74,0.74,0.64,0.66,0.7,0.72,0.76,0.78,0.83,0.85
112,fast decay,long,200,exponential,4,,sdlog,0.82,0.82,0.71,0.73,0.77,0.79,0.84,0.87,0.92,0.94
113,fast decay,long,200,exponential,5,,sdlog,0.72,0.72,0.63,0.64,0.68,0.7,0.74,0.76,0.8,0.82
114,fast decay,long,200,exponential,6,,sdlog,0.71,0.7,0.62,0.63,0.67,0.69,0.72,0.75,0.79,0.81
115,fast decay,long,200,exponential,7,,sdlog,0.75,0.74,0.65,0.66,0.7,0.72,0.77,0.79,0.84,0.85
116,fast decay,long,200,exponential,8,,sdlog,0.78,0.78,0.67,0.69,0.73,0.75,0.8,0.83,0.88,0.9
117,fast decay,long,200,exponential,9,,sdlog,0.74,0.74,0.65,0.66,0.7,0.72,0.76,0.78,0.82,0.84
118,fast decay,long,200,exponential,10,,sdlog,0.72,0.71,0.62,0.63,0.67,0.69,0.73,0.76,0.8,0.82
119,fast decay,long,200,exponential,11,,sdlog,0.76,0.76,0.66,0.67,0.71,0.74,0.78,0.8,0.86,0.88
120,fast decay,long,200,exponential,12,,sdlog,0.83,0.82,0.72,0.73,0.78,0.8,0.85,0.87,0.93,0.95
121,fast decay,long,200,exponential,13,,sdlog,0.79,0.79,0.69,0.71,0.74,0.77,0.81,0.84,0.89,0.91
122,fast decay,long,200,exponential,14,,sdlog,0.81,0.81,0.71,0.73,0.77,0.79,0.83,0.86,0.91,0.93
123,fast decay,long,200,exponential,15,,sdlog,0.7,0.7,0.62,0.63,0.66,0.68,0.72,0.74,0.78,0.8
124,fast decay,long,200,exponential,16,,sdlog,0.72,0.72,0.63,0.65,0.68,0.7,0.74,0.76,0.8,0.82
125,fast decay,long,200,exponential,17,,sdlog,0.82,0.82,0.71,0.73,0.77,0.79,0.84,0.87,0.92,0.94
126,fast decay,long,200,exponential,18,,sdlog,0.88,0.88,0.76,0.78,0.82,0.85,0.9,0.93,1,1
127,fast decay,long,200,exponential,19,,sdlog,0.75,0.74,0.66,0.67,0.7,0.73,0.76,0.79,0.83,0.85
128,fast decay,long,200,exponential,20,,sdlog,0.72,0.72,0.64,0.65,0.68,0.7,0.74,0.76,0.81,0.82
129,fast decay,medium,200,exponential,1,,sdlog,0.59,0.59,0.51,0.52,0.55,0.57,0.6,0.62,0.66,0.67
130,fast decay,medium,200,exponential,2,,sdlog,0.55,0.55,0.48,0.49,0.52,0.54,0.57,0.58,0.62,0.63
131,fast decay,medium,200,exponential,3,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.61,0.65,0.66
132,fast decay,medium,200,exponential,4,,sdlog,0.55,0.55,0.48,0.49,0.52,0.54,0.57,0.58,0.62,0.63
133,fast decay,medium,200,exponential,5,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.63,0.65,0.68,0.7
134,fast decay,medium,200,exponential,6,,sdlog,0.59,0.59,0.52,0.53,0.56,0.58,0.61,0.63,0.66,0.68
135,fast decay,medium,200,exponential,7,,sdlog,0.62,0.62,0.54,0.56,0.59,0.6,0.64,0.66,0.69,0.71
136,fast decay,medium,200,exponential,8,,sdlog,0.55,0.55,0.48,0.49,0.52,0.54,0.57,0.59,0.62,0.63
137,fast decay,medium,200,exponential,9,,sdlog,0.57,0.57,0.5,0.51,0.54,0.56,0.59,0.61,0.64,0.65
138,fast decay,medium,200,exponential,10,,sdlog,0.57,0.57,0.5,0.51,0.54,0.55,0.58,0.6,0.63,0.65
139,fast decay,medium,200,exponential,11,,sdlog,0.62,0.62,0.54,0.55,0.58,0.6,0.64,0.66,0.7,0.71
140,fast decay,medium,200,exponential,12,,sdlog,0.56,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.63,0.64
141,fast decay,medium,200,exponential,13,,sdlog,0.58,0.58,0.51,0.52,0.55,0.56,0.59,0.61,0.65,0.66
142,fast decay,medium,200,exponential,14,,sdlog,0.57,0.57,0.5,0.51,0.54,0.56,0.59,0.61,0.64,0.65
143,fast decay,medium,200,exponential,15,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.66
144,fast decay,medium,200,exponential,16,,sdlog,0.53,0.53,0.46,0.47,0.5,0.51,0.54,0.56,0.59,0.6
145,fast decay,medium,200,exponential,17,,sdlog,0.62,0.62,0.55,0.56,0.59,0.6,0.64,0.66,0.7,0.71
146,fast decay,medium,200,exponential,18,,sdlog,0.6,0.6,0.53,0.54,0.57,0.58,0.62,0.64,0.67,0.69
147,fast decay,medium,200,exponential,19,,sdlog,0.58,0.58,0.51,0.51,0.54,0.56,0.59,0.61,0.64,0.66
148,fast decay,medium,200,exponential,20,,sdlog,0.6,0.6,0.53,0.54,0.57,0.59,0.62,0.64,0.67,0.69
149,fast decay,short,200,exponential,1,,sdlog,0.41,0.41,0.34,0.35,0.38,0.4,0.43,0.45,0.48,0.49
150,fast decay,short,200,exponential,2,,sdlog,0.41,0.41,0.35,0.35,0.38,0.39,0.43,0.45,0.48,0.49
151,fast decay,short,200,exponential,3,,sdlog,0.4,0.4,0.33,0.34,0.36,0.38,0.41,0.43,0.46,0.47
152,fast decay,short,200,exponential,4,,sdlog,0.42,0.42,0.35,0.36,0.39,0.4,0.44,0.46,0.49,0.5
153,fast decay,short,200,exponential,5,,sdlog,0.42,0.42,0.35,0.36,0.39,0.4,0.44,0.46,0.5,0.51
154,fast decay,short,200,exponential,6,,sdlog,0.43,0.43,0.36,0.37,0.39,0.41,0.45,0.47,0.5,0.51
155,fast decay,short,200,exponential,7,,sdlog,0.41,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
156,fast decay,short,200,exponential,8,,sdlog,0.43,0.42,0.36,0.37,0.39,0.41,0.44,0.46,0.49,0.5
157,fast decay,short,200,exponential,9,,sdlog,0.38,0.38,0.32,0.33,0.35,0.37,0.4,0.42,0.45,0.46
158,fast decay,short,200,exponential,10,,sdlog,0.39,0.39,0.33,0.34,0.36,0.38,0.41,0.43,0.46,0.47
159,fast decay,short,200,exponential,11,,sdlog,0.4,0.39,0.34,0.34,0.36,0.38,0.41,0.43,0.46,0.47
160,fast decay,short,200,exponential,12,,sdlog,0.4,0.4,0.34,0.34,0.37,0.38,0.42,0.44,0.47,0.48
161,fast decay,short,200,exponential,13,,sdlog,0.41,0.41,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
162,fast decay,short,200,exponential,14,,sdlog,0.42,0.42,0.35,0.36,0.39,0.41,0.44,0.46,0.49,0.5
163,fast decay,short,200,exponential,15,,sdlog,0.41,0.41,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
164,fast decay,short,200,exponential,16,,sdlog,0.4,0.4,0.34,0.34,0.37,0.38,0.42,0.44,0.47,0.48
165,fast decay,short,200,exponential,17,,sdlog,0.41,0.41,0.35,0.35,0.38,0.39,0.42,0.44,0.47,0.48
166,fast decay,short,200,exponential,18,,sdlog,0.43,0.43,0.37,0.37,0.4,0.42,0.45,0.47,0.5,0.51
167,fast decay,short,200,exponential,19,,sdlog,0.45,0.45,0.37,0.38,0.41,0.43,0.46,0.48,0.52,0.53
168,fast decay,short,200,exponential,20,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
169,fast growth,long,200,exponential,1,,sdlog,0.74,0.73,0.63,0.65,0.69,0.71,0.76,0.78,0.83,0.85
170,fast growth,long,200,exponential,2,,sdlog,0.66,0.65,0.56,0.57,0.61,0.63,0.67,0.7,0.74,0.76
171,fast growth,long,200,exponential,3,,sdlog,0.68,0.68,0.58,0.59,0.63,0.65,0.7,0.73,0.78,0.8
172,fast growth,long,200,exponential,4,,sdlog,0.69,0.68,0.59,0.6,0.64,0.66,0.71,0.73,0.77,0.8
173,fast growth,long,200,exponential,5,,sdlog,0.7,0.7,0.6,0.62,0.66,0.68,0.72,0.74,0.79,0.81
174,fast growth,long,200,exponential,6,,sdlog,0.7,0.7,0.6,0.62,0.65,0.68,0.72,0.75,0.8,0.82
175,fast growth,long,200,exponential,7,,sdlog,0.72,0.72,0.62,0.63,0.67,0.69,0.74,0.77,0.82,0.84
176,fast growth,long,200,exponential,8,,sdlog,0.82,0.81,0.69,0.71,0.76,0.78,0.84,0.87,0.94,0.97
177,fast growth,long,200,exponential,9,,sdlog,0.64,0.64,0.55,0.57,0.6,0.62,0.66,0.68,0.72,0.74
178,fast growth,long,200,exponential,10,,sdlog,0.69,0.69,0.6,0.61,0.65,0.67,0.71,0.74,0.78,0.8
179,fast growth,long,200,exponential,11,,sdlog,0.74,0.74,0.64,0.65,0.69,0.72,0.76,0.79,0.85,0.87
180,fast growth,long,200,exponential,12,,sdlog,0.71,0.7,0.6,0.62,0.66,0.68,0.72,0.75,0.8,0.82
181,fast growth,long,200,exponential,13,,sdlog,0.74,0.74,0.64,0.66,0.69,0.72,0.76,0.79,0.84,0.86
182,fast growth,long,200,exponential,14,,sdlog,0.79,0.79,0.68,0.7,0.74,0.77,0.82,0.84,0.9,0.93
183,fast growth,long,200,exponential,15,,sdlog,0.68,0.68,0.58,0.6,0.64,0.66,0.7,0.72,0.77,0.79
184,fast growth,long,200,exponential,16,,sdlog,0.71,0.71,0.61,0.62,0.66,0.68,0.73,0.75,0.8,0.82
185,fast growth,long,200,exponential,17,,sdlog,0.75,0.75,0.64,0.65,0.7,0.72,0.77,0.8,0.86,0.88
186,fast growth,long,200,exponential,18,,sdlog,0.74,0.73,0.64,0.65,0.69,0.71,0.76,0.78,0.84,0.86
187,fast growth,long,200,exponential,19,,sdlog,0.72,0.72,0.62,0.63,0.67,0.7,0.74,0.77,0.82,0.84
188,fast growth,long,200,exponential,20,,sdlog,0.8,0.8,0.69,0.7,0.75,0.77,0.82,0.85,0.91,0.93
189,fast growth,medium,200,exponential,1,,sdlog,0.61,0.6,0.52,0.53,0.57,0.59,0.62,0.64,0.69,0.7
190,fast growth,medium,200,exponential,2,,sdlog,0.57,0.57,0.49,0.5,0.53,0.55,0.58,0.6,0.64,0.65
191,fast growth,medium,200,exponential,3,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.6,0.62,0.66,0.67
192,fast growth,medium,200,exponential,4,,sdlog,0.57,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.64,0.65
193,fast growth,medium,200,exponential,5,,sdlog,0.56,0.56,0.48,0.49,0.52,0.54,0.58,0.6,0.64,0.65
194,fast growth,medium,200,exponential,6,,sdlog,0.56,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.64,0.65
195,fast growth,medium,200,exponential,7,,sdlog,0.62,0.62,0.53,0.55,0.58,0.6,0.64,0.66,0.7,0.72
196,fast growth,medium,200,exponential,8,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.62,0.65,0.69,0.7
197,fast growth,medium,200,exponential,9,,sdlog,0.54,0.54,0.46,0.48,0.5,0.52,0.56,0.58,0.61,0.63
198,fast growth,medium,200,exponential,10,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.62,0.66,0.67
199,fast growth,medium,200,exponential,11,,sdlog,0.56,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.63,0.65
200,fast growth,medium,200,exponential,12,,sdlog,0.55,0.55,0.47,0.48,0.51,0.53,0.56,0.58,0.62,0.63
201,fast growth,medium,200,exponential,13,,sdlog,0.59,0.59,0.51,0.52,0.55,0.57,0.61,0.63,0.66,0.68
202,fast growth,medium,200,exponential,14,,sdlog,0.54,0.54,0.46,0.47,0.5,0.52,0.55,0.58,0.61,0.62
203,fast growth,medium,200,exponential,15,,sdlog,0.59,0.59,0.51,0.52,0.55,0.58,0.61,0.63,0.67,0.68
204,fast growth,medium,200,exponential,16,,sdlog,0.54,0.54,0.46,0.47,0.5,0.52,0.56,0.58,0.61,0.63
205,fast growth,medium,200,exponential,17,,sdlog,0.54,0.54,0.46,0.47,0.5,0.52,0.56,0.58,0.61,0.63
206,fast growth,medium,200,exponential,18,,sdlog,0.59,0.59,0.5,0.51,0.55,0.57,0.61,0.63,0.67,0.68
207,fast growth,medium,200,exponential,19,,sdlog,0.56,0.56,0.48,0.49,0.52,0.54,0.58,0.6,0.64,0.65
208,fast growth,medium,200,exponential,20,,sdlog,0.6,0.6,0.51,0.52,0.56,0.58,0.62,0.64,0.68,0.7
209,fast growth,short,200,exponential,1,,sdlog,0.41,0.41,0.35,0.35,0.38,0.39,0.43,0.45,0.48,0.49
210,fast growth,short,200,exponential,2,,sdlog,0.39,0.39,0.33,0.33,0.36,0.37,0.41,0.43,0.46,0.46
211,fast growth,short,200,exponential,3,,sdlog,0.42,0.42,0.35,0.36,0.39,0.4,0.44,0.46,0.49,0.51
212,fast growth,short,200,exponential,4,,sdlog,0.39,0.39,0.33,0.33,0.36,0.38,0.4,0.42,0.45,0.46
213,fast growth,short,200,exponential,5,,sdlog,0.4,0.4,0.33,0.34,0.36,0.38,0.41,0.43,0.46,0.47
214,fast growth,short,200,exponential,6,,sdlog,0.38,0.37,0.31,0.32,0.34,0.36,0.39,0.41,0.44,0.45
215,fast growth,short,200,exponential,7,,sdlog,0.43,0.43,0.36,0.37,0.39,0.41,0.44,0.46,0.49,0.51
216,fast growth,short,200,exponential,8,,sdlog,0.44,0.44,0.37,0.38,0.41,0.42,0.46,0.48,0.5,0.52
217,fast growth,short,200,exponential,9,,sdlog,0.42,0.42,0.35,0.36,0.38,0.4,0.43,0.45,0.49,0.5
218,fast growth,short,200,exponential,10,,sdlog,0.37,0.37,0.31,0.32,0.34,0.36,0.39,0.41,0.43,0.45
219,fast growth,short,200,exponential,11,,sdlog,0.38,0.37,0.31,0.32,0.34,0.36,0.39,0.41,0.44,0.45
220,fast growth,short,200,exponential,12,,sdlog,0.4,0.4,0.33,0.34,0.37,0.38,0.41,0.43,0.47,0.48
221,fast growth,short,200,exponential,13,,sdlog,0.39,0.39,0.32,0.33,0.35,0.37,0.4,0.42,0.45,0.46
222,fast growth,short,200,exponential,14,,sdlog,0.37,0.37,0.31,0.32,0.34,0.36,0.39,0.4,0.43,0.44
223,fast growth,short,200,exponential,15,,sdlog,0.43,0.42,0.36,0.36,0.39,0.41,0.44,0.46,0.49,0.5
224,fast growth,short,200,exponential,16,,sdlog,0.38,0.38,0.31,0.32,0.35,0.36,0.39,0.41,0.44,0.45
225,fast growth,short,200,exponential,17,,sdlog,0.4,0.4,0.33,0.34,0.37,0.39,0.42,0.44,0.47,0.48
226,fast growth,short,200,exponential,18,,sdlog,0.39,0.39,0.33,0.34,0.36,0.38,0.41,0.43,0.46,0.47
227,fast growth,short,200,exponential,19,,sdlog,0.4,0.4,0.34,0.34,0.37,0.38,0.42,0.44,0.47,0.48
228,fast growth,short,200,exponential,20,,sdlog,0.39,0.39,0.32,0.33,0.35,0.37,0.4,0.42,0.45,0.47
229,growth,long,200,exponential,1,,sdlog,0.72,0.72,0.62,0.64,0.68,0.7,0.74,0.77,0.82,0.84
230,growth,long,200,exponential,2,,sdlog,0.81,0.8,0.7,0.71,0.75,0.78,0.83,0.86,0.92,0.95
231,growth,long,200,exponential,3,,sdlog,0.72,0.72,0.62,0.64,0.68,0.7,0.74,0.77,0.82,0.84
232,growth,long,200,exponential,4,,sdlog,0.71,0.7,0.61,0.62,0.66,0.68,0.72,0.75,0.79,0.81
233,growth,long,200,exponential,5,,sdlog,0.71,0.7,0.61,0.63,0.66,0.69,0.73,0.75,0.8,0.82
234,growth,long,200,exponential,6,,sdlog,0.7,0.7,0.61,0.62,0.66,0.68,0.72,0.75,0.79,0.81
235,growth,long,200,exponential,7,,sdlog,0.83,0.83,0.72,0.74,0.78,0.8,0.85,0.88,0.93,0.96
236,growth,long,200,exponential,8,,sdlog,0.72,0.72,0.62,0.64,0.68,0.7,0.74,0.76,0.81,0.83
237,growth,long,200,exponential,9,,sdlog,0.81,0.81,0.7,0.71,0.76,0.78,0.83,0.86,0.92,0.94
238,growth,long,200,exponential,10,,sdlog,0.7,0.7,0.6,0.62,0.65,0.68,0.72,0.74,0.78,0.8
239,growth,long,200,exponential,11,,sdlog,0.71,0.71,0.61,0.63,0.66,0.68,0.73,0.75,0.8,0.82
240,growth,long,200,exponential,12,,sdlog,0.79,0.79,0.68,0.7,0.74,0.77,0.81,0.84,0.9,0.92
241,growth,long,200,exponential,13,,sdlog,0.66,0.66,0.57,0.59,0.62,0.64,0.68,0.7,0.74,0.76
242,growth,long,200,exponential,14,,sdlog,0.76,0.76,0.66,0.68,0.71,0.74,0.78,0.81,0.86,0.88
243,growth,long,200,exponential,15,,sdlog,0.72,0.72,0.63,0.64,0.68,0.7,0.74,0.76,0.81,0.83
244,growth,long,200,exponential,16,,sdlog,0.75,0.75,0.65,0.67,0.7,0.73,0.77,0.79,0.84,0.86
245,growth,long,200,exponential,17,,sdlog,0.69,0.69,0.6,0.61,0.65,0.67,0.71,0.74,0.79,0.81
246,growth,long,200,exponential,18,,sdlog,0.66,0.66,0.57,0.58,0.62,0.64,0.68,0.7,0.74,0.76
247,growth,long,200,exponential,19,,sdlog,0.65,0.65,0.56,0.58,0.61,0.63,0.67,0.69,0.73,0.75
248,growth,long,200,exponential,20,,sdlog,0.79,0.78,0.67,0.69,0.73,0.76,0.81,0.84,0.89,0.91
249,growth,medium,200,exponential,1,,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.61,0.64,0.67,0.69
250,growth,medium,200,exponential,2,,sdlog,0.57,0.57,0.49,0.5,0.53,0.55,0.59,0.6,0.64,0.65
251,growth,medium,200,exponential,3,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.63,0.65,0.69,0.71
252,growth,medium,200,exponential,4,,sdlog,0.56,0.56,0.49,0.5,0.53,0.54,0.58,0.59,0.63,0.64
253,growth,medium,200,exponential,5,,sdlog,0.54,0.54,0.47,0.48,0.51,0.53,0.56,0.58,0.61,0.62
254,growth,medium,200,exponential,6,,sdlog,0.51,0.51,0.44,0.45,0.48,0.5,0.52,0.54,0.57,0.58
255,growth,medium,200,exponential,7,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.61,0.65,0.67
256,growth,medium,200,exponential,8,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.61,0.65,0.66
257,growth,medium,200,exponential,9,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.62,0.65,0.68,0.7
258,growth,medium,200,exponential,10,,sdlog,0.6,0.6,0.52,0.54,0.57,0.59,0.62,0.64,0.68,0.69
259,growth,medium,200,exponential,11,,sdlog,0.57,0.57,0.49,0.51,0.54,0.56,0.59,0.6,0.64,0.66
260,growth,medium,200,exponential,12,,sdlog,0.59,0.59,0.51,0.53,0.56,0.58,0.61,0.63,0.67,0.69
261,growth,medium,200,exponential,13,,sdlog,0.55,0.55,0.47,0.49,0.52,0.54,0.57,0.59,0.62,0.63
262,growth,medium,200,exponential,14,,sdlog,0.51,0.51,0.44,0.45,0.48,0.5,0.53,0.54,0.58,0.59
263,growth,medium,200,exponential,15,,sdlog,0.57,0.57,0.49,0.5,0.53,0.55,0.58,0.6,0.64,0.65
264,growth,medium,200,exponential,16,,sdlog,0.59,0.59,0.51,0.52,0.55,0.57,0.61,0.63,0.66,0.68
265,growth,medium,200,exponential,17,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.63,0.65,0.69,0.7
266,growth,medium,200,exponential,18,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.61,0.65,0.66
267,growth,medium,200,exponential,19,,sdlog,0.51,0.51,0.44,0.45,0.48,0.5,0.53,0.55,0.58,0.59
268,growth,medium,200,exponential,20,,sdlog,0.58,0.57,0.5,0.51,0.54,0.56,0.59,0.61,0.65,0.67
269,growth,short,200,exponential,1,,sdlog,0.43,0.43,0.36,0.37,0.4,0.41,0.45,0.47,0.5,0.51
270,growth,short,200,exponential,2,,sdlog,0.39,0.39,0.33,0.34,0.36,0.37,0.41,0.42,0.45,0.47
271,growth,short,200,exponential,3,,sdlog,0.44,0.43,0.36,0.37,0.4,0.42,0.45,0.47,0.5,0.52
272,growth,short,200,exponential,4,,sdlog,0.42,0.41,0.35,0.36,0.38,0.4,0.43,0.45,0.48,0.5
273,growth,short,200,exponential,5,,sdlog,0.37,0.37,0.31,0.32,0.34,0.35,0.38,0.4,0.43,0.44
274,growth,short,200,exponential,6,,sdlog,0.4,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
275,growth,short,200,exponential,7,,sdlog,0.41,0.41,0.34,0.35,0.37,0.39,0.42,0.44,0.48,0.49
276,growth,short,200,exponential,8,,sdlog,0.4,0.4,0.34,0.34,0.37,0.38,0.41,0.43,0.46,0.47
277,growth,short,200,exponential,9,,sdlog,0.4,0.39,0.33,0.34,0.36,0.38,0.41,0.43,0.46,0.47
278,growth,short,200,exponential,10,,sdlog,0.42,0.42,0.36,0.36,0.39,0.41,0.44,0.46,0.49,0.5
279,growth,short,200,exponential,11,,sdlog,0.4,0.4,0.34,0.34,0.37,0.38,0.42,0.43,0.46,0.48
280,growth,short,200,exponential,12,,sdlog,0.41,0.41,0.35,0.35,0.38,0.4,0.43,0.45,0.48,0.49
281,growth,short,200,exponential,13,,sdlog,0.41,0.41,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
282,growth,short,200,exponential,14,,sdlog,0.41,0.41,0.35,0.35,0.38,0.4,0.43,0.45,0.48,0.49
283,growth,short,200,exponential,15,,sdlog,0.38,0.38,0.32,0.32,0.35,0.36,0.39,0.41,0.44,0.45
284,growth,short,200,exponential,16,,sdlog,0.37,0.37,0.31,0.32,0.34,0.36,0.39,0.4,0.43,0.44
285,growth,short,200,exponential,17,,sdlog,0.41,0.4,0.34,0.35,0.37,0.39,0.42,0.44,0.47,0.48
286,growth,short,200,exponential,18,,sdlog,0.38,0.38,0.32,0.33,0.35,0.36,0.39,0.41,0.44,0.45
287,growth,short,200,exponential,19,,sdlog,0.37,0.37,0.31,0.32,0.34,0.35,0.39,0.4,0.43,0.44
288,growth,short,200,exponential,20,,sdlog,0.43,0.42,0.36,0.37,0.39,0.41,0.44,0.46,0.49,0.5
289,stable,long,200,exponential,1,,sdlog,0.74,0.73,0.64,0.65,0.69,0.71,0.75,0.78,0.83,0.85
290,stable,long,200,exponential,2,,sdlog,0.72,0.72,0.63,0.64,0.68,0.7,0.73,0.76,0.8,0.82
291,stable,long,200,exponential,3,,sdlog,0.83,0.83,0.71,0.73,0.77,0.8,0.85,0.89,0.95,0.98
292,stable,long,200,exponential,4,,sdlog,0.67,0.66,0.58,0.59,0.63,0.65,0.68,0.7,0.74,0.76
293,stable,long,200,exponential,5,,sdlog,0.73,0.73,0.64,0.65,0.69,0.71,0.75,0.78,0.83,0.85
294,stable,long,200,exponential,6,,sdlog,0.76,0.76,0.66,0.67,0.71,0.74,0.78,0.81,0.86,0.88
295,stable,long,200,exponential,7,,sdlog,0.77,0.77,0.66,0.68,0.72,0.74,0.79,0.81,0.86,0.88
296,stable,long,200,exponential,8,,sdlog,0.73,0.73,0.64,0.65,0.69,0.71,0.75,0.77,0.82,0.83
297,stable,long,200,exponential,9,,sdlog,0.8,0.79,0.69,0.7,0.74,0.77,0.82,0.85,0.91,0.95
298,stable,long,200,exponential,10,,sdlog,0.76,0.75,0.66,0.67,0.71,0.73,0.77,0.8,0.85,0.87
299,stable,long,200,exponential,11,,sdlog,0.8,0.8,0.7,0.71,0.75,0.78,0.82,0.85,0.9,0.92
300,stable,long,200,exponential,12,,sdlog,0.71,0.7,0.61,0.63,0.66,0.68,0.72,0.75,0.8,0.81
301,stable,long,200,exponential,13,,sdlog,0.83,0.83,0.72,0.73,0.78,0.8,0.85,0.88,0.94,0.97
302,stable,long,200,exponential,14,,sdlog,0.82,0.81,0.71,0.72,0.77,0.79,0.84,0.87,0.92,0.95
303,stable,long,200,exponential,15,,sdlog,0.78,0.77,0.67,0.69,0.73,0.75,0.8,0.82,0.88,0.9
304,stable,long,200,exponential,16,,sdlog,0.73,0.73,0.63,0.65,0.68,0.71,0.75,0.77,0.82,0.84
305,stable,long,200,exponential,17,,sdlog,0.85,0.85,0.73,0.75,0.8,0.83,0.88,0.91,0.97,1
306,stable,long,200,exponential,18,,sdlog,0.7,0.69,0.61,0.62,0.65,0.67,0.71,0.73,0.78,0.8
307,stable,long,200,exponential,19,,sdlog,0.68,0.68,0.6,0.61,0.64,0.66,0.7,0.72,0.77,0.78
308,stable,long,200,exponential,20,,sdlog,0.82,0.81,0.71,0.72,0.77,0.79,0.84,0.86,0.92,0.94
309,stable,medium,200,exponential,1,,sdlog,0.52,0.52,0.46,0.46,0.49,0.51,0.54,0.56,0.59,0.6
