id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
216,fast growth,short,200,exponential,8,,meanlog,1.2,1.2,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
217,fast growth,short,200,exponential,9,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
218,fast growth,short,200,exponential,10,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
219,fast growth,short,200,exponential,11,,meanlog,1.2,1.2,0.97,0.99,1.1,1.1,1.2,1.3,1.3,1.3
220,fast growth,short,200,exponential,12,,meanlog,1.2,1.2,0.97,1,1.1,1.1,1.2,1.3,1.3,1.3
221,fast growth,short,200,exponential,13,,meanlog,1.2,1.2,0.96,0.98,1.1,1.1,1.2,1.3,1.3,1.3
222,fast growth,short,200,exponential,14,,meanlog,1.2,1.2,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
223,fast growth,short,200,exponential,15,,meanlog,1.2,1.2,0.99,1,1.1,1.1,1.2,1.3,1.3,1.4
224,fast growth,short,200,exponential,16,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.4
225,fast growth,short,200,exponential,17,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
226,fast growth,short,200,exponential,18,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
227,fast growth,short,200,exponential,19,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.4
228,fast growth,short,200,exponential,20,,meanlog,1.1,1.1,0.94,0.96,1,1.1,1.2,1.2,1.3,1.3
229,growth,long,200,exponential,1,,meanlog,1.7,1.7,1.5,1.5,1.6,1.7,1.8,1.8,1.9,1.9
230,growth,long,200,exponential,2,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2.1,2.2
231,growth,long,200,exponential,3,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2.1,2.1
232,growth,long,200,exponential,4,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.8,1.8,1.9,1.9
233,growth,long,200,exponential,5,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,2
234,growth,long,200,exponential,6,,meanlog,1.7,1.7,1.5,1.6,1.7,1.7,1.8,1.8,1.9,1.9
235,growth,long,200,exponential,7,,meanlog,1.9,1.9,1.7,1.7,1.8,1.9,1.9,2,2.1,2.2
236,growth,long,200,exponential,8,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.8,1.8,1.9,1.9
237,growth,long,200,exponential,9,,meanlog,1.9,1.9,1.7,1.7,1.8,1.9,2,2,2.2,2.2
238,growth,long,200,exponential,10,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,2
239,growth,long,200,exponential,11,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9
240,growth,long,200,exponential,12,,meanlog,1.9,1.9,1.6,1.7,1.8,1.8,1.9,2,2.1,2.2
241,growth,long,200,exponential,13,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,2
242,growth,long,200,exponential,14,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.9,1.9,2
243,growth,long,200,exponential,15,,meanlog,1.7,1.7,1.5,1.6,1.7,1.7,1.8,1.8,1.9,1.9
244,growth,long,200,exponential,16,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2.1,2.1
245,growth,long,200,exponential,17,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.9,1.9,2
246,growth,long,200,exponential,18,,meanlog,1.8,1.8,1.6,1.6,1.7,1.8,1.8,1.9,2,2
247,growth,long,200,exponential,19,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
248,growth,long,200,exponential,20,,meanlog,1.8,1.8,1.6,1.6,1.7,1.8,1.9,1.9,2.1,2.1
249,growth,medium,200,exponential,1,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
250,growth,medium,200,exponential,2,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
251,growth,medium,200,exponential,3,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8
252,growth,medium,200,exponential,4,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.8
253,growth,medium,200,exponential,5,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
254,growth,medium,200,exponential,6,,meanlog,1.6,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
255,growth,medium,200,exponential,7,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.7,1.7
256,growth,medium,200,exponential,8,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.8
257,growth,medium,200,exponential,9,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9
258,growth,medium,200,exponential,10,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
259,growth,medium,200,exponential,11,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
260,growth,medium,200,exponential,12,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.7,1.7,1.8,1.8
261,growth,medium,200,exponential,13,,meanlog,1.5,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
262,growth,medium,200,exponential,14,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
263,growth,medium,200,exponential,15,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8
264,growth,medium,200,exponential,16,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
265,growth,medium,200,exponential,17,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.7,1.8,1.9,1.9
266,growth,medium,200,exponential,18,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.7,1.7
267,growth,medium,200,exponential,19,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.7,1.7
268,growth,medium,200,exponential,20,,meanlog,1.7,1.7,1.5,1.5,1.6,1.7,1.7,1.8,1.8,1.8
269,growth,short,200,exponential,1,,meanlog,1.2,1.2,1,1,1.1,1.2,1.2,1.3,1.3,1.4
270,growth,short,200,exponential,2,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.4
271,growth,short,200,exponential,3,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
272,growth,short,200,exponential,4,,meanlog,1.1,1.1,0.94,0.96,1,1.1,1.2,1.2,1.3,1.3
273,growth,short,200,exponential,5,,meanlog,1.2,1.2,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
274,growth,short,200,exponential,6,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
275,growth,short,200,exponential,7,,meanlog,1.1,1.1,0.95,0.97,1,1.1,1.2,1.2,1.3,1.3
276,growth,short,200,exponential,8,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
277,growth,short,200,exponential,9,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
278,growth,short,200,exponential,10,,meanlog,1.2,1.2,1,1,1.1,1.2,1.2,1.3,1.3,1.4
279,growth,short,200,exponential,11,,meanlog,1.2,1.2,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
280,growth,short,200,exponential,12,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.4
281,growth,short,200,exponential,13,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.3
282,growth,short,200,exponential,14,,meanlog,1.2,1.2,0.98,1,1.1,1.1,1.2,1.3,1.3,1.3
283,growth,short,200,exponential,15,,meanlog,1.2,1.2,0.98,1,1.1,1.1,1.2,1.3,1.3,1.3
284,growth,short,200,exponential,16,,meanlog,1.3,1.3,1.1,1.1,1.2,1.2,1.3,1.4,1.4,1.4
285,growth,short,200,exponential,17,,meanlog,1.2,1.2,0.99,1,1.1,1.1,1.2,1.3,1.3,1.3
286,growth,short,200,exponential,18,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
287,growth,short,200,exponential,19,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.4
288,growth,short,200,exponential,20,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
289,stable,long,200,exponential,1,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
290,stable,long,200,exponential,2,,meanlog,1.8,1.8,1.6,1.6,1.7,1.8,1.8,1.9,1.9,2
291,stable,long,200,exponential,3,,meanlog,2,2,1.8,1.8,1.9,2,2.1,2.1,2.2,2.3
292,stable,long,200,exponential,4,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
293,stable,long,200,exponential,5,,meanlog,1.8,1.8,1.6,1.7,1.7,1.8,1.8,1.9,2,2
294,stable,long,200,exponential,6,,meanlog,1.9,1.9,1.8,1.8,1.9,1.9,2,2,2.1,2.1
295,stable,long,200,exponential,7,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2
296,stable,long,200,exponential,8,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
297,stable,long,200,exponential,9,,meanlog,2,2,1.8,1.8,1.9,1.9,2,2.1,2.2,2.2
298,stable,long,200,exponential,10,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2
299,stable,long,200,exponential,11,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,1.9,2,2.1
300,stable,long,200,exponential,12,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9
301,stable,long,200,exponential,13,,meanlog,1.9,1.9,1.7,1.7,1.8,1.9,2,2,2.1,2.2
302,stable,long,200,exponential,14,,meanlog,1.9,1.9,1.7,1.8,1.8,1.9,2,2,2.1,2.1
303,stable,long,200,exponential,15,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2,2.1
304,stable,long,200,exponential,16,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2,2.1
305,stable,long,200,exponential,17,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,2,2.1,2.1
306,stable,long,200,exponential,18,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
307,stable,long,200,exponential,19,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
308,stable,long,200,exponential,20,,meanlog,1.8,1.8,1.6,1.6,1.7,1.7,1.8,1.9,2,2
309,stable,medium,200,exponential,1,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
310,stable,medium,200,exponential,2,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
311,stable,medium,200,exponential,3,,meanlog,1.5,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
312,stable,medium,200,exponential,4,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.7,1.7
313,stable,medium,200,exponential,5,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
314,stable,medium,200,exponential,6,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
315,stable,medium,200,exponential,7,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.7,1.7,1.8,1.8
316,stable,medium,200,exponential,8,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.7,1.7,1.7
317,stable,medium,200,exponential,9,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
318,stable,medium,200,exponential,10,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
319,stable,medium,200,exponential,11,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8
320,stable,medium,200,exponential,12,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
321,stable,medium,200,exponential,13,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
322,stable,medium,200,exponential,14,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
323,stable,medium,200,exponential,15,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.7,1.8
324,stable,medium,200,exponential,16,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.7,1.7,1.8
325,stable,medium,200,exponential,17,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
326,stable,medium,200,exponential,18,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
327,stable,medium,200,exponential,19,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.8
328,stable,medium,200,exponential,20,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8
329,stable,short,200,exponential,1,,meanlog,1.2,1.2,1,1,1.1,1.2,1.2,1.3,1.3,1.4
330,stable,short,200,exponential,2,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
331,stable,short,200,exponential,3,,meanlog,1.2,1.2,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
332,stable,short,200,exponential,4,,meanlog,1.2,1.2,1,1,1.1,1.2,1.2,1.3,1.3,1.4
333,stable,short,200,exponential,5,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
334,stable,short,200,exponential,6,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
335,stable,short,200,exponential,7,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.3,1.4
336,stable,short,200,exponential,8,,meanlog,1.2,1.2,0.98,0.99,1.1,1.1,1.2,1.3,1.3,1.3
337,stable,short,200,exponential,9,,meanlog,1.2,1.2,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
338,stable,short,200,exponential,10,,meanlog,1.2,1.2,0.97,0.99,1.1,1.1,1.2,1.3,1.3,1.3
339,stable,short,200,exponential,11,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.4
340,stable,short,200,exponential,12,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.4
341,stable,short,200,exponential,13,,meanlog,1.2,1.2,1,1,1.1,1.2,1.3,1.3,1.4,1.4
342,stable,short,200,exponential,14,,meanlog,1.1,1.1,0.9,0.93,1,1.1,1.2,1.2,1.3,1.3
343,stable,short,200,exponential,15,,meanlog,1.2,1.2,0.97,0.99,1.1,1.1,1.2,1.3,1.3,1.3
344,stable,short,200,exponential,16,,meanlog,1.2,1.2,0.99,1,1.1,1.1,1.2,1.3,1.3,1.3
345,stable,short,200,exponential,17,,meanlog,1.2,1.2,1,1,1.1,1.1,1.2,1.3,1.3,1.3
346,stable,short,200,exponential,18,,meanlog,1.2,1.2,1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
347,stable,short,200,exponential,19,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.3,1.3,1.4,1.4
348,stable,short,200,exponential,20,,meanlog,1.2,1.2,0.98,1,1.1,1.1,1.2,1.3,1.3,1.3
349,120 days,,834,ebola_case_study,,real-time,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.7,1.7,1.7
350,120 days,,1032,ebola_case_study,,retrospective,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
351,180 days,,3149,ebola_case_study,,real-time,meanlog,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9
352,180 days,,3532,ebola_case_study,,retrospective,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.8,1.8
353,240 days,,2399,ebola_case_study,,real-time,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
354,240 days,,2483,ebola_case_study,,retrospective,meanlog,1.4,1.4,1.2,1.3,1.3,1.4,1.4,1.5,1.5,1.5
355,60 days,,401,ebola_case_study,,real-time,meanlog,1.5,1.5,1.3,1.4,1.4,1.5,1.6,1.6,1.7,1.7
356,60 days,,428,ebola_case_study,,retrospective,meanlog,1.5,1.5,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
1,early outbreak,long,10,outbreak,1,,sdlog,0.79,0.77,0.46,0.5,0.61,0.69,0.84,0.95,1.2,1.3
2,early outbreak,medium,10,outbreak,1,,sdlog,0.87,0.8,0.43,0.46,0.6,0.69,0.94,1.1,1.5,1.6
3,early outbreak,short,10,outbreak,1,,sdlog,0.71,0.68,0.4,0.43,0.53,0.6,0.76,0.87,1.1,1.2
4,late outbreak,long,10,outbreak,1,,sdlog,0.89,0.83,0.5,0.53,0.65,0.74,0.94,1.1,1.4,1.6
5,late outbreak,medium,10,outbreak,1,,sdlog,1,0.94,0.58,0.62,0.75,0.85,1.1,1.2,1.6,1.8
6,late outbreak,short,10,outbreak,1,,sdlog,0.64,0.59,0.36,0.38,0.47,0.53,0.67,0.77,1.1,1.2
7,near peak,long,10,outbreak,1,,sdlog,1.1,1.1,0.66,0.71,0.87,0.98,1.2,1.4,1.7,1.9
8,near peak,medium,10,outbreak,1,,sdlog,0.63,0.59,0.34,0.36,0.45,0.52,0.67,0.79,1.1,1.2
9,near peak,short,10,outbreak,1,,sdlog,0.35,0.32,0.2,0.22,0.26,0.29,0.37,0.43,0.59,0.67
10,past peak,long,10,outbreak,1,,sdlog,1.2,1.1,0.71,0.76,0.91,1,1.3,1.4,1.8,1.9
11,past peak,medium,10,outbreak,1,,sdlog,0.9,0.85,0.52,0.56,0.68,0.77,0.95,1.1,1.4,1.5
12,past peak,short,10,outbreak,1,,sdlog,0.76,0.71,0.43,0.46,0.56,0.63,0.8,0.92,1.2,1.4
13,early outbreak,long,100,outbreak,1,,sdlog,0.62,0.61,0.49,0.51,0.55,0.58,0.64,0.67,0.74,0.77
14,early outbreak,medium,100,outbreak,1,,sdlog,0.43,0.43,0.35,0.36,0.39,0.41,0.45,0.47,0.51,0.53
15,early outbreak,short,100,outbreak,1,,sdlog,0.48,0.48,0.38,0.4,0.44,0.46,0.5,0.53,0.58,0.6
16,late outbreak,long,100,outbreak,1,,sdlog,0.84,0.83,0.7,0.72,0.77,0.8,0.86,0.91,0.99,1
17,late outbreak,medium,100,outbreak,1,,sdlog,0.56,0.56,0.47,0.49,0.52,0.54,0.58,0.6,0.64,0.66
18,late outbreak,short,100,outbreak,1,,sdlog,0.43,0.42,0.35,0.36,0.39,0.41,0.44,0.46,0.5,0.52
19,near peak,long,100,outbreak,1,,sdlog,0.82,0.81,0.66,0.69,0.74,0.78,0.85,0.9,0.99,1
20,near peak,medium,100,outbreak,1,,sdlog,0.56,0.56,0.46,0.48,0.51,0.54,0.58,0.61,0.66,0.68
21,near peak,short,100,outbreak,1,,sdlog,0.38,0.38,0.31,0.32,0.34,0.36,0.39,0.42,0.46,0.47
22,past peak,long,100,outbreak,1,,sdlog,0.69,0.68,0.57,0.59,0.63,0.66,0.71,0.74,0.8,0.83
23,past peak,medium,100,outbreak,1,,sdlog,0.57,0.56,0.48,0.49,0.52,0.54,0.58,0.61,0.65,0.67
24,past peak,short,100,outbreak,1,,sdlog,0.39,0.38,0.31,0.32,0.35,0.37,0.4,0.42,0.46,0.47
25,early outbreak,long,200,outbreak,1,,sdlog,0.76,0.76,0.63,0.65,0.7,0.73,0.78,0.82,0.89,0.92
26,early outbreak,medium,200,outbreak,1,,sdlog,0.55,0.55,0.46,0.47,0.51,0.53,0.57,0.59,0.63,0.64
27,early outbreak,short,200,outbreak,1,,sdlog,0.39,0.38,0.32,0.33,0.35,0.37,0.4,0.42,0.45,0.46
28,late outbreak,long,200,outbreak,1,,sdlog,0.81,0.8,0.7,0.72,0.76,0.78,0.82,0.85,0.9,0.91
29,late outbreak,medium,200,outbreak,1,,sdlog,0.62,0.62,0.55,0.56,0.58,0.6,0.63,0.65,0.69,0.7
30,late outbreak,short,200,outbreak,1,,sdlog,0.42,0.42,0.36,0.36,0.39,0.41,0.44,0.46,0.49,0.5
31,near peak,long,200,outbreak,1,,sdlog,0.78,0.78,0.67,0.68,0.73,0.76,0.8,0.83,0.89,0.92
32,near peak,medium,200,outbreak,1,,sdlog,0.62,0.62,0.54,0.55,0.58,0.6,0.64,0.66,0.7,0.72
33,near peak,short,200,outbreak,1,,sdlog,0.36,0.35,0.3,0.3,0.32,0.34,0.37,0.39,0.42,0.43
34,past peak,long,200,outbreak,1,,sdlog,0.7,0.7,0.61,0.63,0.66,0.68,0.72,0.74,0.78,0.8
35,past peak,medium,200,outbreak,1,,sdlog,0.6,0.6,0.53,0.54,0.57,0.59,0.62,0.64,0.67,0.69
36,past peak,short,200,outbreak,1,,sdlog,0.42,0.41,0.35,0.36,0.38,0.4,0.43,0.45,0.48,0.5
37,early outbreak,long,400,outbreak,1,,sdlog,0.73,0.73,0.64,0.65,0.69,0.71,0.75,0.78,0.82,0.84
38,early outbreak,medium,400,outbreak,1,,sdlog,0.52,0.52,0.46,0.47,0.49,0.51,0.54,0.56,0.59,0.6
39,early outbreak,short,400,outbreak,1,,sdlog,0.39,0.39,0.34,0.34,0.36,0.38,0.41,0.43,0.45,0.46
40,late outbreak,long,400,outbreak,1,,sdlog,0.75,0.75,0.67,0.68,0.71,0.73,0.76,0.78,0.81,0.83
41,late outbreak,medium,400,outbreak,1,,sdlog,0.6,0.6,0.54,0.55,0.57,0.59,0.62,0.63,0.66,0.67
42,late outbreak,short,400,outbreak,1,,sdlog,0.41,0.4,0.35,0.36,0.38,0.39,0.42,0.44,0.46,0.47
43,near peak,long,400,outbreak,1,,sdlog,0.75,0.75,0.67,0.68,0.71,0.73,0.77,0.78,0.82,0.84
44,near peak,medium,400,outbreak,1,,sdlog,0.56,0.56,0.5,0.51,0.53,0.54,0.57,0.59,0.61,0.63
45,near peak,short,400,outbreak,1,,sdlog,0.39,0.39,0.33,0.34,0.36,0.37,0.4,0.42,0.45,0.46
46,past peak,long,400,outbreak,1,,sdlog,0.76,0.76,0.68,0.69,0.72,0.74,0.77,0.79,0.82,0.84
47,past peak,medium,400,outbreak,1,,sdlog,0.55,0.55,0.49,0.5,0.52,0.54,0.56,0.58,0.6,0.61
48,past peak,short,400,outbreak,1,,sdlog,0.4,0.4,0.34,0.35,0.37,0.38,0.41,0.43,0.46,0.46
49,decay,long,200,exponential,1,,sdlog,0.78,0.78,0.68,0.7,0.73,0.76,0.8,0.83,0.88,0.9
50,decay,long,200,exponential,2,,sdlog,0.8,0.8,0.69,0.71,0.75,0.78,0.82,0.85,0.9,0.92
51,decay,long,200,exponential,3,,sdlog,0.84,0.83,0.72,0.74,0.78,0.81,0.86,0.89,0.95,0.98
52,decay,long,200,exponential,4,,sdlog,0.72,0.72,0.63,0.64,0.68,0.7,0.74,0.77,0.81,0.83
53,decay,long,200,exponential,5,,sdlog,0.72,0.72,0.63,0.64,0.68,0.7,0.74,0.76,0.81,0.82
54,decay,long,200,exponential,6,,sdlog,0.86,0.85,0.75,0.76,0.8,0.83,0.88,0.91,0.96,0.99
55,decay,long,200,exponential,7,,sdlog,0.86,0.85,0.75,0.76,0.81,0.83,0.88,0.91,0.97,1
56,decay,long,200,exponential,8,,sdlog,0.8,0.8,0.7,0.71,0.75,0.77,0.82,0.85,0.9,0.92
57,decay,long,200,exponential,9,,sdlog,0.79,0.78,0.69,0.7,0.74,0.76,0.81,0.83,0.88,0.9
58,decay,long,200,exponential,10,,sdlog,0.75,0.75,0.66,0.67,0.71,0.73,0.77,0.8,0.84,0.86
59,decay,long,200,exponential,11,,sdlog,0.81,0.81,0.71,0.72,0.76,0.79,0.83,0.86,0.91,0.93
60,decay,long,200,exponential,12,,sdlog,0.76,0.76,0.67,0.68,0.71,0.74,0.78,0.81,0.85,0.88
61,decay,long,200,exponential,13,,sdlog,0.73,0.73,0.64,0.65,0.69,0.71,0.75,0.77,0.82,0.84
62,decay,long,200,exponential,14,,sdlog,0.75,0.75,0.66,0.67,0.7,0.73,0.77,0.79,0.84,0.86
63,decay,long,200,exponential,15,,sdlog,0.8,0.8,0.7,0.71,0.75,0.77,0.82,0.85,0.9,0.92
64,decay,long,200,exponential,16,,sdlog,0.78,0.78,0.68,0.7,0.74,0.76,0.8,0.83,0.88,0.9
65,decay,long,200,exponential,17,,sdlog,0.77,0.76,0.67,0.68,0.72,0.74,0.78,0.81,0.86,0.88
66,decay,long,200,exponential,18,,sdlog,0.72,0.72,0.63,0.64,0.68,0.7,0.74,0.76,0.8,0.82
67,decay,long,200,exponential,19,,sdlog,0.69,0.69,0.6,0.61,0.65,0.67,0.71,0.73,0.77,0.79
68,decay,long,200,exponential,20,,sdlog,0.74,0.73,0.65,0.66,0.69,0.71,0.75,0.78,0.82,0.84
69,decay,medium,200,exponential,1,,sdlog,0.63,0.63,0.55,0.56,0.59,0.61,0.64,0.66,0.7,0.71
70,decay,medium,200,exponential,2,,sdlog,0.61,0.6,0.53,0.54,0.57,0.59,0.62,0.64,0.68,0.69
71,decay,medium,200,exponential,3,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.65,0.66
72,decay,medium,200,exponential,4,,sdlog,0.61,0.61,0.53,0.54,0.57,0.59,0.62,0.64,0.68,0.69
73,decay,medium,200,exponential,5,,sdlog,0.59,0.58,0.51,0.52,0.55,0.57,0.6,0.62,0.66,0.67
74,decay,medium,200,exponential,6,,sdlog,0.59,0.59,0.52,0.53,0.56,0.58,0.61,0.63,0.66,0.68
75,decay,medium,200,exponential,7,,sdlog,0.56,0.56,0.49,0.5,0.53,0.55,0.58,0.6,0.63,0.65
76,decay,medium,200,exponential,8,,sdlog,0.67,0.66,0.58,0.59,0.63,0.65,0.68,0.7,0.74,0.76
77,decay,medium,200,exponential,9,,sdlog,0.57,0.57,0.5,0.51,0.54,0.56,0.59,0.61,0.64,0.65
78,decay,medium,200,exponential,10,,sdlog,0.58,0.57,0.51,0.51,0.54,0.56,0.59,0.61,0.64,0.65
79,decay,medium,200,exponential,11,,sdlog,0.57,0.57,0.5,0.51,0.54,0.55,0.58,0.6,0.64,0.65
80,decay,medium,200,exponential,12,,sdlog,0.61,0.6,0.53,0.54,0.57,0.59,0.62,0.64,0.68,0.69
81,decay,medium,200,exponential,13,,sdlog,0.54,0.53,0.47,0.48,0.5,0.52,0.55,0.57,0.6,0.61
82,decay,medium,200,exponential,14,,sdlog,0.66,0.66,0.58,0.59,0.62,0.64,0.67,0.7,0.74,0.75
83,decay,medium,200,exponential,15,,sdlog,0.62,0.62,0.54,0.55,0.58,0.6,0.63,0.65,0.69,0.7
84,decay,medium,200,exponential,16,,sdlog,0.56,0.56,0.48,0.49,0.52,0.54,0.57,0.59,0.62,0.64
85,decay,medium,200,exponential,17,,sdlog,0.57,0.57,0.5,0.51,0.53,0.55,0.58,0.6,0.64,0.65
86,decay,medium,200,exponential,18,,sdlog,0.59,0.59,0.52,0.53,0.56,0.57,0.61,0.63,0.66,0.67
