id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
91,decay,short,200,exponential,3,,sdlog,0.39,0.39,0.35,0.35,0.37,0.38,0.4,0.41,0.43,0.44
92,decay,short,200,exponential,4,,sdlog,0.42,0.42,0.38,0.38,0.4,0.41,0.43,0.45,0.47,0.48
93,decay,short,200,exponential,5,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.44,0.45
94,decay,short,200,exponential,6,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.45,0.47,0.48
95,decay,short,200,exponential,7,,sdlog,0.42,0.42,0.37,0.38,0.4,0.41,0.43,0.44,0.46,0.47
96,decay,short,200,exponential,8,,sdlog,0.41,0.41,0.37,0.37,0.39,0.4,0.42,0.43,0.45,0.46
97,decay,short,200,exponential,9,,sdlog,0.41,0.41,0.37,0.38,0.39,0.4,0.42,0.43,0.45,0.46
98,decay,short,200,exponential,10,,sdlog,0.41,0.41,0.37,0.37,0.39,0.4,0.42,0.43,0.45,0.46
99,decay,short,200,exponential,11,,sdlog,0.38,0.38,0.34,0.35,0.36,0.37,0.39,0.4,0.42,0.43
100,decay,short,200,exponential,12,,sdlog,0.37,0.37,0.33,0.34,0.35,0.36,0.38,0.39,0.41,0.42
101,decay,short,200,exponential,13,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.44,0.44
102,decay,short,200,exponential,14,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.45,0.47,0.48
103,decay,short,200,exponential,15,,sdlog,0.4,0.39,0.35,0.36,0.38,0.39,0.4,0.41,0.43,0.44
104,decay,short,200,exponential,16,,sdlog,0.4,0.4,0.36,0.37,0.38,0.39,0.41,0.42,0.45,0.45
105,decay,short,200,exponential,17,,sdlog,0.42,0.42,0.37,0.38,0.4,0.41,0.43,0.44,0.46,0.47
106,decay,short,200,exponential,18,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.45,0.47,0.48
107,decay,short,200,exponential,19,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.44,0.45
108,decay,short,200,exponential,20,,sdlog,0.41,0.41,0.37,0.37,0.39,0.4,0.42,0.43,0.45,0.46
109,fast decay,long,200,exponential,1,,sdlog,0.88,0.87,0.77,0.78,0.83,0.85,0.9,0.93,0.99,1
110,fast decay,long,200,exponential,2,,sdlog,0.71,0.71,0.63,0.65,0.68,0.69,0.73,0.75,0.79,0.81
111,fast decay,long,200,exponential,3,,sdlog,0.78,0.77,0.68,0.69,0.73,0.75,0.79,0.82,0.88,0.9
112,fast decay,long,200,exponential,4,,sdlog,0.88,0.87,0.76,0.77,0.82,0.85,0.9,0.93,1,1
113,fast decay,long,200,exponential,5,,sdlog,0.76,0.76,0.67,0.68,0.72,0.74,0.78,0.81,0.85,0.88
114,fast decay,long,200,exponential,6,,sdlog,0.75,0.74,0.65,0.67,0.7,0.72,0.76,0.79,0.84,0.86
115,fast decay,long,200,exponential,7,,sdlog,0.8,0.79,0.7,0.71,0.75,0.77,0.82,0.84,0.9,0.93
116,fast decay,long,200,exponential,8,,sdlog,0.81,0.81,0.71,0.73,0.76,0.79,0.83,0.86,0.92,0.94
117,fast decay,long,200,exponential,9,,sdlog,0.79,0.78,0.69,0.7,0.74,0.76,0.81,0.83,0.88,0.91
118,fast decay,long,200,exponential,10,,sdlog,0.74,0.74,0.65,0.67,0.7,0.72,0.76,0.78,0.83,0.85
119,fast decay,long,200,exponential,11,,sdlog,0.81,0.81,0.71,0.73,0.76,0.79,0.83,0.85,0.91,0.93
120,fast decay,long,200,exponential,12,,sdlog,0.89,0.89,0.77,0.79,0.83,0.86,0.92,0.95,1,1.1
121,fast decay,long,200,exponential,13,,sdlog,0.85,0.84,0.74,0.76,0.8,0.82,0.87,0.9,0.96,0.98
122,fast decay,long,200,exponential,14,,sdlog,0.87,0.86,0.76,0.77,0.81,0.84,0.89,0.92,0.99,1
123,fast decay,long,200,exponential,15,,sdlog,0.74,0.74,0.66,0.67,0.7,0.72,0.76,0.78,0.83,0.84
124,fast decay,long,200,exponential,16,,sdlog,0.77,0.76,0.67,0.68,0.72,0.74,0.78,0.81,0.86,0.89
125,fast decay,long,200,exponential,17,,sdlog,0.89,0.89,0.77,0.78,0.83,0.86,0.91,0.95,1,1
126,fast decay,long,200,exponential,18,,sdlog,0.96,0.96,0.83,0.85,0.9,0.93,0.99,1,1.1,1.1
127,fast decay,long,200,exponential,19,,sdlog,0.79,0.79,0.69,0.71,0.74,0.77,0.81,0.83,0.88,0.9
128,fast decay,long,200,exponential,20,,sdlog,0.76,0.76,0.67,0.68,0.71,0.74,0.77,0.8,0.85,0.87
129,fast decay,medium,200,exponential,1,,sdlog,0.59,0.59,0.53,0.54,0.56,0.57,0.6,0.62,0.65,0.66
130,fast decay,medium,200,exponential,2,,sdlog,0.56,0.56,0.5,0.51,0.54,0.55,0.57,0.59,0.62,0.63
131,fast decay,medium,200,exponential,3,,sdlog,0.59,0.59,0.53,0.54,0.56,0.58,0.6,0.62,0.65,0.66
132,fast decay,medium,200,exponential,4,,sdlog,0.56,0.56,0.5,0.51,0.54,0.55,0.57,0.59,0.62,0.63
133,fast decay,medium,200,exponential,5,,sdlog,0.63,0.63,0.56,0.57,0.6,0.61,0.64,0.66,0.69,0.7
134,fast decay,medium,200,exponential,6,,sdlog,0.61,0.61,0.55,0.56,0.58,0.6,0.62,0.64,0.67,0.69
135,fast decay,medium,200,exponential,7,,sdlog,0.64,0.64,0.57,0.58,0.61,0.63,0.66,0.67,0.71,0.73
136,fast decay,medium,200,exponential,8,,sdlog,0.55,0.55,0.5,0.51,0.53,0.54,0.57,0.58,0.61,0.62
137,fast decay,medium,200,exponential,9,,sdlog,0.59,0.59,0.53,0.54,0.56,0.58,0.6,0.62,0.65,0.66
138,fast decay,medium,200,exponential,10,,sdlog,0.58,0.58,0.52,0.53,0.55,0.57,0.59,0.61,0.64,0.65
139,fast decay,medium,200,exponential,11,,sdlog,0.63,0.62,0.56,0.57,0.6,0.61,0.64,0.65,0.69,0.7
140,fast decay,medium,200,exponential,12,,sdlog,0.58,0.58,0.52,0.52,0.55,0.56,0.59,0.6,0.63,0.64
141,fast decay,medium,200,exponential,13,,sdlog,0.59,0.59,0.53,0.54,0.56,0.58,0.61,0.62,0.65,0.67
142,fast decay,medium,200,exponential,14,,sdlog,0.58,0.58,0.52,0.53,0.55,0.57,0.59,0.61,0.64,0.66
143,fast decay,medium,200,exponential,15,,sdlog,0.59,0.59,0.53,0.54,0.56,0.58,0.6,0.62,0.64,0.66
144,fast decay,medium,200,exponential,16,,sdlog,0.53,0.53,0.48,0.49,0.51,0.52,0.54,0.56,0.58,0.6
145,fast decay,medium,200,exponential,17,,sdlog,0.64,0.63,0.57,0.58,0.6,0.62,0.65,0.67,0.7,0.71
146,fast decay,medium,200,exponential,18,,sdlog,0.61,0.61,0.55,0.56,0.58,0.6,0.63,0.64,0.68,0.69
147,fast decay,medium,200,exponential,19,,sdlog,0.59,0.59,0.53,0.54,0.56,0.57,0.6,0.62,0.65,0.66
148,fast decay,medium,200,exponential,20,,sdlog,0.62,0.61,0.55,0.56,0.58,0.6,0.63,0.65,0.68,0.7
149,fast decay,short,200,exponential,1,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.41,0.43,0.45,0.46
150,fast decay,short,200,exponential,2,,sdlog,0.4,0.4,0.36,0.37,0.38,0.4,0.41,0.42,0.44,0.45
151,fast decay,short,200,exponential,3,,sdlog,0.39,0.39,0.35,0.35,0.37,0.38,0.4,0.41,0.43,0.44
152,fast decay,short,200,exponential,4,,sdlog,0.41,0.41,0.37,0.38,0.39,0.4,0.42,0.43,0.45,0.46
153,fast decay,short,200,exponential,5,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.43,0.45,0.46
154,fast decay,short,200,exponential,6,,sdlog,0.42,0.42,0.38,0.39,0.4,0.42,0.43,0.44,0.47,0.48
155,fast decay,short,200,exponential,7,,sdlog,0.39,0.39,0.35,0.36,0.37,0.39,0.4,0.41,0.43,0.44
156,fast decay,short,200,exponential,8,,sdlog,0.42,0.42,0.37,0.38,0.4,0.41,0.43,0.44,0.46,0.47
157,fast decay,short,200,exponential,9,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.4,0.42,0.43
158,fast decay,short,200,exponential,10,,sdlog,0.39,0.39,0.35,0.35,0.37,0.38,0.4,0.41,0.43,0.44
159,fast decay,short,200,exponential,11,,sdlog,0.39,0.38,0.35,0.35,0.37,0.38,0.39,0.4,0.42,0.43
160,fast decay,short,200,exponential,12,,sdlog,0.39,0.39,0.35,0.36,0.37,0.38,0.4,0.41,0.43,0.44
161,fast decay,short,200,exponential,13,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.44,0.45
162,fast decay,short,200,exponential,14,,sdlog,0.42,0.42,0.37,0.38,0.4,0.41,0.43,0.44,0.46,0.47
163,fast decay,short,200,exponential,15,,sdlog,0.4,0.4,0.36,0.37,0.38,0.39,0.41,0.42,0.44,0.45
164,fast decay,short,200,exponential,16,,sdlog,0.39,0.39,0.35,0.36,0.38,0.39,0.4,0.41,0.43,0.44
165,fast decay,short,200,exponential,17,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.41,0.43,0.45,0.46
166,fast decay,short,200,exponential,18,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.45,0.47,0.48
167,fast decay,short,200,exponential,19,,sdlog,0.44,0.44,0.39,0.4,0.42,0.43,0.45,0.46,0.48,0.49
168,fast decay,short,200,exponential,20,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.44,0.44
169,fast growth,long,200,exponential,1,,sdlog,0.82,0.81,0.68,0.7,0.75,0.78,0.85,0.89,0.97,1
170,fast growth,long,200,exponential,2,,sdlog,0.73,0.72,0.62,0.63,0.68,0.7,0.75,0.78,0.84,0.87
171,fast growth,long,200,exponential,3,,sdlog,0.83,0.82,0.68,0.7,0.75,0.78,0.85,0.9,0.99,1
172,fast growth,long,200,exponential,4,,sdlog,0.77,0.76,0.64,0.66,0.7,0.73,0.79,0.83,0.91,0.93
173,fast growth,long,200,exponential,5,,sdlog,0.8,0.79,0.66,0.68,0.73,0.76,0.82,0.86,0.93,0.97
174,fast growth,long,200,exponential,6,,sdlog,0.79,0.78,0.65,0.67,0.72,0.75,0.81,0.85,0.94,0.98
175,fast growth,long,200,exponential,7,,sdlog,0.87,0.86,0.72,0.73,0.79,0.82,0.89,0.94,1,1.1
176,fast growth,long,200,exponential,8,,sdlog,1,1,0.82,0.84,0.91,0.96,1.1,1.1,1.3,1.4
177,fast growth,long,200,exponential,9,,sdlog,0.74,0.73,0.62,0.63,0.68,0.7,0.76,0.79,0.86,0.89
178,fast growth,long,200,exponential,10,,sdlog,0.77,0.76,0.64,0.66,0.7,0.73,0.79,0.83,0.91,0.94
179,fast growth,long,200,exponential,11,,sdlog,0.82,0.81,0.68,0.7,0.75,0.78,0.84,0.88,0.96,1
180,fast growth,long,200,exponential,12,,sdlog,0.81,0.8,0.67,0.69,0.74,0.77,0.83,0.87,0.96,1
181,fast growth,long,200,exponential,13,,sdlog,0.84,0.83,0.7,0.72,0.77,0.8,0.86,0.9,0.98,1
182,fast growth,long,200,exponential,14,,sdlog,0.89,0.88,0.74,0.76,0.81,0.85,0.92,0.96,1.1,1.1
183,fast growth,long,200,exponential,15,,sdlog,0.73,0.72,0.62,0.63,0.67,0.7,0.75,0.79,0.85,0.88
184,fast growth,long,200,exponential,16,,sdlog,0.81,0.8,0.68,0.69,0.74,0.77,0.83,0.87,0.94,0.98
185,fast growth,long,200,exponential,17,,sdlog,0.94,0.93,0.75,0.78,0.84,0.88,0.97,1,1.2,1.3
186,fast growth,long,200,exponential,18,,sdlog,0.83,0.82,0.69,0.71,0.76,0.79,0.85,0.89,0.97,1
187,fast growth,long,200,exponential,19,,sdlog,0.83,0.82,0.69,0.71,0.76,0.79,0.86,0.9,0.98,1
188,fast growth,long,200,exponential,20,,sdlog,0.96,0.95,0.78,0.8,0.86,0.91,0.99,1,1.2,1.2
189,fast growth,medium,200,exponential,1,,sdlog,0.65,0.65,0.56,0.57,0.61,0.63,0.67,0.7,0.75,0.77
190,fast growth,medium,200,exponential,2,,sdlog,0.59,0.59,0.51,0.52,0.55,0.57,0.6,0.63,0.67,0.69
191,fast growth,medium,200,exponential,3,,sdlog,0.63,0.63,0.54,0.55,0.59,0.61,0.65,0.68,0.74,0.76
192,fast growth,medium,200,exponential,4,,sdlog,0.61,0.61,0.52,0.54,0.57,0.59,0.63,0.65,0.7,0.72
193,fast growth,medium,200,exponential,5,,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.61,0.64,0.69,0.71
194,fast growth,medium,200,exponential,6,,sdlog,0.59,0.58,0.5,0.52,0.54,0.56,0.6,0.62,0.67,0.69
195,fast growth,medium,200,exponential,7,,sdlog,0.74,0.73,0.62,0.64,0.68,0.71,0.76,0.79,0.87,0.9
196,fast growth,medium,200,exponential,8,,sdlog,0.63,0.62,0.53,0.55,0.58,0.6,0.64,0.67,0.72,0.74
197,fast growth,medium,200,exponential,9,,sdlog,0.55,0.55,0.47,0.48,0.51,0.53,0.56,0.58,0.63,0.64
198,fast growth,medium,200,exponential,10,,sdlog,0.62,0.61,0.53,0.54,0.58,0.6,0.63,0.66,0.71,0.73
199,fast growth,medium,200,exponential,11,,sdlog,0.6,0.59,0.51,0.52,0.56,0.57,0.61,0.64,0.68,0.7
200,fast growth,medium,200,exponential,12,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.62,0.66,0.68
201,fast growth,medium,200,exponential,13,,sdlog,0.68,0.67,0.57,0.59,0.63,0.65,0.7,0.73,0.79,0.81
202,fast growth,medium,200,exponential,14,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.59,0.62,0.66,0.68
203,fast growth,medium,200,exponential,15,,sdlog,0.69,0.68,0.58,0.6,0.64,0.66,0.7,0.73,0.79,0.82
204,fast growth,medium,200,exponential,16,,sdlog,0.58,0.58,0.5,0.51,0.54,0.56,0.6,0.62,0.66,0.68
205,fast growth,medium,200,exponential,17,,sdlog,0.56,0.56,0.48,0.5,0.53,0.54,0.58,0.6,0.64,0.66
206,fast growth,medium,200,exponential,18,,sdlog,0.63,0.63,0.54,0.55,0.59,0.61,0.65,0.68,0.73,0.75
207,fast growth,medium,200,exponential,19,,sdlog,0.57,0.57,0.49,0.5,0.53,0.55,0.59,0.61,0.65,0.67
208,fast growth,medium,200,exponential,20,,sdlog,0.66,0.66,0.57,0.58,0.62,0.64,0.68,0.71,0.76,0.79
209,fast growth,short,200,exponential,1,,sdlog,0.42,0.42,0.37,0.37,0.4,0.41,0.43,0.44,0.47,0.48
210,fast growth,short,200,exponential,2,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.42,0.44,0.45
211,fast growth,short,200,exponential,3,,sdlog,0.43,0.43,0.37,0.38,0.4,0.41,0.44,0.45,0.48,0.49
212,fast growth,short,200,exponential,4,,sdlog,0.38,0.38,0.34,0.34,0.36,0.37,0.39,0.41,0.43,0.44
213,fast growth,short,200,exponential,5,,sdlog,0.4,0.4,0.35,0.36,0.38,0.39,0.41,0.43,0.45,0.47
214,fast growth,short,200,exponential,6,,sdlog,0.38,0.38,0.33,0.34,0.36,0.37,0.39,0.4,0.42,0.43
215,fast growth,short,200,exponential,7,,sdlog,0.43,0.43,0.38,0.38,0.41,0.42,0.44,0.46,0.49,0.51
216,fast growth,short,200,exponential,8,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.46,0.48,0.5
217,fast growth,short,200,exponential,9,,sdlog,0.4,0.4,0.35,0.36,0.38,0.39,0.41,0.43,0.45,0.46
218,fast growth,short,200,exponential,10,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.38,0.4,0.42,0.43
219,fast growth,short,200,exponential,11,,sdlog,0.37,0.36,0.32,0.33,0.34,0.36,0.37,0.39,0.41,0.42
220,fast growth,short,200,exponential,12,,sdlog,0.41,0.4,0.35,0.36,0.38,0.39,0.41,0.43,0.46,0.47
221,fast growth,short,200,exponential,13,,sdlog,0.4,0.4,0.35,0.35,0.37,0.38,0.41,0.42,0.45,0.46
222,fast growth,short,200,exponential,14,,sdlog,0.39,0.39,0.34,0.35,0.36,0.38,0.4,0.41,0.44,0.45
223,fast growth,short,200,exponential,15,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.46,0.48,0.5
224,fast growth,short,200,exponential,16,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.41,0.44,0.45
225,fast growth,short,200,exponential,17,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.43,0.46,0.47
226,fast growth,short,200,exponential,18,,sdlog,0.39,0.38,0.34,0.35,0.36,0.37,0.39,0.41,0.43,0.44
227,fast growth,short,200,exponential,19,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.43,0.46,0.47
228,fast growth,short,200,exponential,20,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.42,0.44,0.45
229,growth,long,200,exponential,1,,sdlog,0.79,0.79,0.67,0.69,0.73,0.76,0.81,0.85,0.91,0.95
230,growth,long,200,exponential,2,,sdlog,0.93,0.92,0.78,0.8,0.85,0.89,0.95,1,1.1,1.1
231,growth,long,200,exponential,3,,sdlog,0.76,0.76,0.65,0.66,0.71,0.73,0.79,0.82,0.88,0.92
232,growth,long,200,exponential,4,,sdlog,0.78,0.77,0.67,0.68,0.72,0.75,0.79,0.83,0.89,0.93
233,growth,long,200,exponential,5,,sdlog,0.77,0.77,0.66,0.68,0.72,0.75,0.79,0.83,0.89,0.92
234,growth,long,200,exponential,6,,sdlog,0.78,0.77,0.66,0.68,0.72,0.75,0.8,0.84,0.9,0.93
235,growth,long,200,exponential,7,,sdlog,0.93,0.92,0.78,0.8,0.85,0.89,0.96,1,1.1,1.1
236,growth,long,200,exponential,8,,sdlog,0.76,0.76,0.65,0.67,0.71,0.73,0.78,0.82,0.88,0.9
237,growth,long,200,exponential,9,,sdlog,0.93,0.93,0.78,0.8,0.86,0.89,0.96,1,1.1,1.1
238,growth,long,200,exponential,10,,sdlog,0.76,0.76,0.66,0.67,0.71,0.74,0.78,0.81,0.87,0.89
239,growth,long,200,exponential,11,,sdlog,0.76,0.76,0.66,0.67,0.71,0.73,0.78,0.81,0.87,0.9
240,growth,long,200,exponential,12,,sdlog,0.91,0.9,0.76,0.78,0.83,0.87,0.94,0.98,1.1,1.1
241,growth,long,200,exponential,13,,sdlog,0.69,0.69,0.6,0.61,0.65,0.67,0.71,0.73,0.79,0.81
242,growth,long,200,exponential,14,,sdlog,0.85,0.84,0.72,0.74,0.79,0.82,0.87,0.91,0.98,1
243,growth,long,200,exponential,15,,sdlog,0.79,0.79,0.68,0.69,0.74,0.76,0.81,0.84,0.91,0.94
244,growth,long,200,exponential,16,,sdlog,0.83,0.83,0.71,0.73,0.77,0.8,0.86,0.89,0.97,1
245,growth,long,200,exponential,17,,sdlog,0.74,0.74,0.64,0.66,0.69,0.72,0.76,0.79,0.85,0.88
246,growth,long,200,exponential,18,,sdlog,0.7,0.7,0.6,0.62,0.65,0.68,0.72,0.75,0.8,0.82
247,growth,long,200,exponential,19,,sdlog,0.67,0.67,0.58,0.6,0.63,0.65,0.69,0.72,0.77,0.79
248,growth,long,200,exponential,20,,sdlog,0.84,0.83,0.71,0.72,0.77,0.81,0.86,0.9,0.98,1
249,growth,medium,200,exponential,1,,sdlog,0.63,0.63,0.55,0.56,0.59,0.61,0.65,0.67,0.71,0.73
250,growth,medium,200,exponential,2,,sdlog,0.61,0.61,0.54,0.55,0.57,0.59,0.62,0.64,0.68,0.7
251,growth,medium,200,exponential,3,,sdlog,0.66,0.65,0.57,0.58,0.62,0.64,0.67,0.7,0.74,0.76
252,growth,medium,200,exponential,4,,sdlog,0.58,0.58,0.51,0.52,0.55,0.56,0.6,0.62,0.65,0.67
253,growth,medium,200,exponential,5,,sdlog,0.57,0.57,0.5,0.51,0.54,0.55,0.58,0.6,0.64,0.65
254,growth,medium,200,exponential,6,,sdlog,0.53,0.53,0.47,0.47,0.5,0.51,0.54,0.56,0.59,0.6
255,growth,medium,200,exponential,7,,sdlog,0.61,0.61,0.53,0.55,0.58,0.59,0.62,0.65,0.69,0.71
256,growth,medium,200,exponential,8,,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.62,0.64,0.68,0.69
257,growth,medium,200,exponential,9,,sdlog,0.65,0.64,0.56,0.57,0.6,0.62,0.66,0.69,0.73,0.75
258,growth,medium,200,exponential,10,,sdlog,0.64,0.64,0.56,0.57,0.6,0.62,0.66,0.68,0.73,0.75
259,growth,medium,200,exponential,11,,sdlog,0.57,0.57,0.5,0.51,0.54,0.56,0.59,0.61,0.65,0.66
260,growth,medium,200,exponential,12,,sdlog,0.63,0.63,0.56,0.57,0.59,0.61,0.65,0.67,0.71,0.72
261,growth,medium,200,exponential,13,,sdlog,0.54,0.53,0.47,0.48,0.5,0.52,0.55,0.56,0.6,0.62
262,growth,medium,200,exponential,14,,sdlog,0.53,0.53,0.47,0.48,0.5,0.52,0.54,0.56,0.6,0.61
263,growth,medium,200,exponential,15,,sdlog,0.59,0.59,0.52,0.53,0.56,0.57,0.6,0.63,0.66,0.68
264,growth,medium,200,exponential,16,,sdlog,0.64,0.63,0.55,0.57,0.6,0.62,0.65,0.67,0.72,0.74
265,growth,medium,200,exponential,17,,sdlog,0.65,0.65,0.57,0.58,0.61,0.63,0.67,0.69,0.74,0.76
266,growth,medium,200,exponential,18,,sdlog,0.61,0.6,0.53,0.54,0.57,0.59,0.62,0.64,0.68,0.7
267,growth,medium,200,exponential,19,,sdlog,0.54,0.53,0.47,0.48,0.51,0.52,0.55,0.57,0.6,0.61
268,growth,medium,200,exponential,20,,sdlog,0.61,0.61,0.53,0.54,0.58,0.59,0.63,0.65,0.69,0.71
269,growth,short,200,exponential,1,,sdlog,0.42,0.42,0.37,0.38,0.4,0.41,0.43,0.44,0.47,0.47
270,growth,short,200,exponential,2,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.4,0.41,0.43,0.44
271,growth,short,200,exponential,3,,sdlog,0.44,0.44,0.39,0.39,0.41,0.43,0.45,0.46,0.49,0.5
272,growth,short,200,exponential,4,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.43,0.46,0.47
273,growth,short,200,exponential,5,,sdlog,0.37,0.37,0.33,0.33,0.35,0.36,0.38,0.39,0.41,0.42
274,growth,short,200,exponential,6,,sdlog,0.39,0.39,0.35,0.36,0.37,0.38,0.4,0.42,0.44,0.45
275,growth,short,200,exponential,7,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.43,0.46,0.47
276,growth,short,200,exponential,8,,sdlog,0.4,0.4,0.35,0.36,0.38,0.39,0.41,0.42,0.44,0.45
277,growth,short,200,exponential,9,,sdlog,0.4,0.4,0.35,0.36,0.37,0.39,0.4,0.42,0.44,0.45
278,growth,short,200,exponential,10,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.42,0.44,0.46,0.47
279,growth,short,200,exponential,11,,sdlog,0.41,0.4,0.36,0.36,0.38,0.39,0.42,0.43,0.45,0.46
280,growth,short,200,exponential,12,,sdlog,0.41,0.41,0.36,0.37,0.39,0.4,0.41,0.43,0.45,0.46
281,growth,short,200,exponential,13,,sdlog,0.4,0.4,0.35,0.36,0.38,0.39,0.41,0.42,0.45,0.46
282,growth,short,200,exponential,14,,sdlog,0.41,0.4,0.36,0.36,0.38,0.39,0.41,0.43,0.45,0.46
283,growth,short,200,exponential,15,,sdlog,0.37,0.37,0.33,0.34,0.35,0.36,0.38,0.39,0.41,0.42
284,growth,short,200,exponential,16,,sdlog,0.37,0.37,0.33,0.34,0.35,0.36,0.38,0.39,0.42,0.42
285,growth,short,200,exponential,17,,sdlog,0.4,0.4,0.35,0.36,0.38,0.39,0.41,0.42,0.44,0.45
286,growth,short,200,exponential,18,,sdlog,0.38,0.38,0.34,0.34,0.36,0.37,0.39,0.4,0.42,0.43
287,growth,short,200,exponential,19,,sdlog,0.37,0.37,0.32,0.33,0.35,0.36,0.37,0.39,0.41,0.41
288,growth,short,200,exponential,20,,sdlog,0.43,0.43,0.38,0.39,0.41,0.42,0.44,0.46,0.48,0.49
289,stable,long,200,exponential,1,,sdlog,0.78,0.77,0.67,0.69,0.73,0.75,0.8,0.83,0.88,0.91
290,stable,long,200,exponential,2,,sdlog,0.76,0.76,0.66,0.68,0.71,0.74,0.78,0.81,0.86,0.89
291,stable,long,200,exponential,3,,sdlog,0.91,0.91,0.77,0.79,0.84,0.87,0.94,0.98,1.1,1.1
292,stable,long,200,exponential,4,,sdlog,0.71,0.71,0.62,0.63,0.67,0.69,0.73,0.75,0.8,0.83
293,stable,long,200,exponential,5,,sdlog,0.79,0.79,0.69,0.7,0.74,0.77,0.81,0.84,0.91,0.94
294,stable,long,200,exponential,6,,sdlog,0.83,0.83,0.71,0.73,0.78,0.8,0.85,0.89,0.96,0.99
295,stable,long,200,exponential,7,,sdlog,0.83,0.82,0.71,0.73,0.77,0.8,0.85,0.89,0.95,0.98
296,stable,long,200,exponential,8,,sdlog,0.79,0.78,0.68,0.7,0.74,0.76,0.81,0.84,0.9,0.92
297,stable,long,200,exponential,9,,sdlog,0.87,0.87,0.75,0.76,0.81,0.84,0.89,0.93,1,1
298,stable,long,200,exponential,10,,sdlog,0.82,0.81,0.7,0.72,0.76,0.79,0.84,0.87,0.94,0.96
299,stable,long,200,exponential,11,,sdlog,0.89,0.89,0.77,0.79,0.83,0.86,0.92,0.95,1,1.1
300,stable,long,200,exponential,12,,sdlog,0.77,0.76,0.67,0.68,0.72,0.74,0.79,0.81,0.87,0.89
301,stable,long,200,exponential,13,,sdlog,0.93,0.92,0.79,0.81,0.86,0.9,0.95,0.99,1.1,1.1
302,stable,long,200,exponential,14,,sdlog,0.91,0.9,0.77,0.79,0.84,0.87,0.93,0.97,1,1.1
303,stable,long,200,exponential,15,,sdlog,0.83,0.82,0.71,0.73,0.77,0.8,0.85,0.88,0.95,0.98
304,stable,long,200,exponential,16,,sdlog,0.77,0.77,0.67,0.68,0.72,0.75,0.79,0.82,0.88,0.9
305,stable,long,200,exponential,17,,sdlog,0.96,0.95,0.81,0.83,0.88,0.92,0.98,1,1.1,1.1
306,stable,long,200,exponential,18,,sdlog,0.72,0.72,0.63,0.64,0.68,0.7,0.74,0.76,0.81,0.83
307,stable,long,200,exponential,19,,sdlog,0.73,0.73,0.64,0.65,0.69,0.71,0.75,0.78,0.83,0.85
308,stable,long,200,exponential,20,,sdlog,0.87,0.87,0.75,0.77,0.81,0.84,0.89,0.93,1,1
309,stable,medium,200,exponential,1,,sdlog,0.53,0.53,0.47,0.48,0.51,0.52,0.55,0.56,0.6,0.61
310,stable,medium,200,exponential,2,,sdlog,0.67,0.67,0.59,0.6,0.63,0.65,0.69,0.71,0.75,0.76
311,stable,medium,200,exponential,3,,sdlog,0.65,0.65,0.58,0.59,0.62,0.64,0.67,0.69,0.73,0.74
312,stable,medium,200,exponential,4,,sdlog,0.62,0.61,0.55,0.55,0.58,0.6,0.63,0.65,0.68,0.7
313,stable,medium,200,exponential,5,,sdlog,0.57,0.57,0.51,0.52,0.54,0.56,0.58,0.6,0.63,0.65
314,stable,medium,200,exponential,6,,sdlog,0.58,0.58,0.51,0.52,0.55,0.57,0.6,0.61,0.65,0.67
