scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time
stable,short,200,exponential,340,12,,4000,1.01,0,0,3,1720,0.43,0.5
stable,short,200,exponential,341,13,,4000,1,0,0,3,1616,0.404,0.4
stable,short,200,exponential,342,14,,4000,1,0,0,3,1590,0.3975,0.4
stable,short,200,exponential,343,15,,4000,1,0,0,3,1625,0.40625,0.5
stable,short,200,exponential,344,16,,4000,1,0,0,3,1532,0.383,0.4
stable,short,200,exponential,345,17,,4000,1,0,0,3,1515,0.37875,0.4
stable,short,200,exponential,346,18,,4000,1,0,0,3,1550,0.3875,0.5
stable,short,200,exponential,347,19,,4000,1,0,0,3,1554,0.3885,0.5
stable,short,200,exponential,348,20,,4000,1,0,0,3,1543,0.38575,0.5
120 days,,834,ebola_case_study,349,,real-time,4000,1,0,0,3,1647,0.41175,0.8
120 days,,1032,ebola_case_study,350,,retrospective,4000,1,0,0,3,1558,0.3895,1
180 days,,3149,ebola_case_study,351,,real-time,4000,1,0,0,3,1651,0.41275,2.2
180 days,,3532,ebola_case_study,352,,retrospective,4000,1,0,0,3,1605,0.40125,2.7
240 days,,2399,ebola_case_study,353,,real-time,4000,1,0,0,3,1513,0.37825,1.7
240 days,,2483,ebola_case_study,354,,retrospective,4000,1,0,0,3,1616,0.404,1.9
60 days,,401,ebola_case_study,355,,real-time,4000,1,0,0,3,1497,0.37425,0.6
60 days,,428,ebola_case_study,356,,retrospective,4000,1,0,0,3,1557,0.38925,0.6
