scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time
growth,medium,200,exponential,237,1,,4000,1.01,0,0,5,4000,1,6.5
growth,medium,200,exponential,238,2,,4000,1.01,0,0,5,4000,1,6.3
growth,medium,200,exponential,239,3,,4000,1.01,0,0,5,3938,0.9845,6.8
growth,medium,200,exponential,240,4,,4000,1.01,0,0,5,4000,1,6.6
growth,medium,200,exponential,241,5,,4000,1.01,0,0,5,4000,1,6.6
growth,medium,200,exponential,242,6,,4000,1.01,0,0,5,4000,1,6.8
growth,medium,200,exponential,243,7,,4000,1.01,0,0,5,4000,1,6.7
growth,medium,200,exponential,244,8,,4000,1.01,0,0,5,4000,1,6.4
growth,medium,200,exponential,245,9,,4000,1.01,0,0,5,4000,1,6.5
growth,medium,200,exponential,246,10,,4000,1.01,0,0,5,4000,1,6.4
growth,medium,200,exponential,247,11,,4000,1.01,0,0,5,3698,0.9245,6.5
growth,medium,200,exponential,248,12,,4000,1.01,0,0,5,4000,1,6.8
growth,medium,200,exponential,249,13,,4000,1.01,0,0,5,4000,1,6.5
growth,medium,200,exponential,250,14,,4000,1.01,0,0,5,4000,1,6.7
growth,medium,200,exponential,251,15,,4000,1.01,0,0,5,4000,1,6.5
growth,medium,200,exponential,252,16,,4000,1.01,0,0,5,4000,1,6.5
growth,medium,200,exponential,253,17,,4000,1.01,0,0,5,4000,1,6.4
growth,medium,200,exponential,254,18,,4000,1.01,0,0,5,4000,1,6.5
growth,medium,200,exponential,255,19,,4000,1.01,0,0,5,3999,0.99975,6.8
growth,medium,200,exponential,256,20,,4000,1.01,0,0,5,4000,1,6.5
growth,short,200,exponential,257,1,,4000,1.01,0,0,5,4000,1,7
growth,short,200,exponential,258,2,,4000,1.01,0,0,5,4000,1,7
growth,short,200,exponential,259,3,,4000,1.01,0,0,5,4000,1,7.5
growth,short,200,exponential,260,4,,4000,1.01,0,0,5,4000,1,7
growth,short,200,exponential,261,5,,4000,1.01,0,0,5,4000,1,7.3
growth,short,200,exponential,262,6,,4000,1.01,0,0,5,4000,1,7
growth,short,200,exponential,263,7,,4000,1.01,0,0,5,4000,1,7.6
growth,short,200,exponential,264,8,,4000,1.01,0,0,5,4000,1,7.3
growth,short,200,exponential,265,9,,4000,1.01,0,0,5,3999,0.99975,7.3
growth,short,200,exponential,266,10,,4000,1.01,0,0,5,4000,1,7.3
growth,short,200,exponential,267,11,,4000,1.01,0,0,5,4000,1,7.1
growth,short,200,exponential,268,12,,4000,1.01,0,0,5,4000,1,7.1
growth,short,200,exponential,269,13,,4000,1.01,0,0,5,4000,1,7.3
growth,short,200,exponential,270,14,,4000,1.01,0,0,5,4000,1,7.1
growth,short,200,exponential,271,15,,4000,1.01,0,0,5,4000,1,7.2
growth,short,200,exponential,272,16,,4000,1.01,0,0,5,4000,1,7.3
growth,short,200,exponential,273,17,,4000,1.01,0,0,5,4000,1,7.6
growth,short,200,exponential,274,18,,4000,1.01,0,0,5,3832,0.958,7.4
growth,short,200,exponential,275,19,,4000,1.01,0,0,5,4000,1,7.3
growth,short,200,exponential,276,20,,4000,1.01,0,0,5,4000,1,7.6
stable,long,200,exponential,277,1,,4000,1.01,0,0,5,4000,1,6.8
stable,long,200,exponential,278,2,,4000,1.01,0,0,5,3999,0.99975,6.7
stable,long,200,exponential,279,3,,4000,1.01,0,0,5,4000,1,6.5
stable,long,200,exponential,280,4,,4000,1.01,0,0,5,4000,1,6.7
stable,long,200,exponential,281,5,,4000,1.01,0,0,5,4000,1,6.7
stable,long,200,exponential,282,6,,4000,1.01,0,0,5,4000,1,6.6
stable,long,200,exponential,283,7,,4000,1.01,0,0,5,3978,0.9945,6.6
stable,long,200,exponential,284,8,,4000,1.01,0,0,5,4000,1,6.4
stable,long,200,exponential,285,9,,4000,1.01,0,0,5,4000,1,6.4
stable,long,200,exponential,286,10,,4000,1.01,0,0,6,1,0.00025,6.6
stable,long,200,exponential,287,11,,4000,1.01,0,0,5,3980,0.995,6.6
stable,long,200,exponential,288,12,,4000,1.01,0,0,5,4000,1,6.5
stable,long,200,exponential,289,13,,4000,1.01,0,0,5,4000,1,6.4
stable,long,200,exponential,290,14,,4000,1.01,0,0,5,4000,1,6.6
stable,long,200,exponential,291,15,,4000,1.01,0,0,5,4000,1,6.3
stable,long,200,exponential,292,16,,4000,1.01,0,0,5,4000,1,6.5
stable,long,200,exponential,293,17,,4000,1.01,0,0,5,4000,1,6.5
stable,long,200,exponential,294,18,,4000,1.01,0,0,5,4000,1,6.6
stable,long,200,exponential,295,19,,4000,1.01,0,0,5,4000,1,6.5
stable,long,200,exponential,296,20,,4000,1.01,0,0,5,4000,1,6.6
stable,medium,200,exponential,297,1,,4000,1.01,0,0,5,4000,1,6.8
stable,medium,200,exponential,298,2,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,299,3,,4000,1.01,0,0,5,4000,1,6.8
stable,medium,200,exponential,300,4,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,301,5,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,302,6,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,303,7,,4000,1.01,0,0,5,4000,1,6.8
stable,medium,200,exponential,304,8,,4000,1.01,0,0,5,4000,1,6.8
stable,medium,200,exponential,305,9,,4000,1.01,0,0,5,4000,1,7.2
stable,medium,200,exponential,306,10,,4000,1.01,0,0,5,4000,1,6.8
stable,medium,200,exponential,307,11,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,308,12,,4000,1.01,0,0,5,3899,0.97475,6.8
stable,medium,200,exponential,309,13,,4000,1.01,0,0,5,3348,0.837,6.7
stable,medium,200,exponential,310,14,,4000,1.01,0,0,5,4000,1,7
stable,medium,200,exponential,311,15,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,312,16,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,313,17,,4000,1.01,0,0,5,4000,1,6.9
stable,medium,200,exponential,314,18,,4000,1.01,0,0,5,3993,0.99825,6.9
stable,medium,200,exponential,315,19,,4000,1.01,0,0,5,4000,1,7
stable,medium,200,exponential,316,20,,4000,1.01,0,0,5,4000,1,7
stable,short,200,exponential,317,1,,4000,1.01,0,0,5,4000,1,7.8
stable,short,200,exponential,318,2,,4000,1.01,0,0,5,4000,1,7.6
stable,short,200,exponential,319,3,,4000,1.01,0,0,5,4000,1,8.1
stable,short,200,exponential,320,4,,4000,1.01,0,0,5,4000,1,7.5
stable,short,200,exponential,321,5,,4000,1.01,0,0,5,4000,1,7.7
stable,short,200,exponential,322,6,,4000,1.01,0,0,5,4000,1,8.1
stable,short,200,exponential,323,7,,4000,1.01,0,0,5,4000,1,7.6
stable,short,200,exponential,324,8,,4000,1.01,0,0,5,4000,1,7.4
stable,short,200,exponential,325,9,,4000,1.01,0,0,5,4000,1,7.7
stable,short,200,exponential,326,10,,4000,1.01,0,0,5,3999,0.99975,7.5
stable,short,200,exponential,327,11,,4000,1.01,0,0,5,3997,0.99925,7.6
stable,short,200,exponential,328,12,,4000,1.01,0,0,5,4000,1,7.5
stable,short,200,exponential,329,13,,4000,1.01,0,0,5,4000,1,7.8
stable,short,200,exponential,330,14,,4000,1.01,0,0,5,4000,1,7.5
stable,short,200,exponential,331,15,,4000,1.01,0,0,5,4000,1,8.3
stable,short,200,exponential,332,16,,4000,1.01,0,0,5,4000,1,7.3
stable,short,200,exponential,333,17,,4000,1.01,0,0,5,4000,1,7.6
stable,short,200,exponential,334,18,,4000,1.01,0,0,5,3995,0.99875,7.2
stable,short,200,exponential,335,19,,4000,1.01,0,0,5,3982,0.9955,7.7
stable,short,200,exponential,336,20,,4000,1.01,0,0,5,3998,0.9995,7.7
120 days,,200,ebola_case_study,337,,real-time,4000,1.01,0,0,5,3998,0.9995,7
120 days,,200,ebola_case_study,338,,retrospective,4000,1.01,0,0,5,4000,1,5.7
180 days,,200,ebola_case_study,339,,real-time,4000,1.01,0,0,5,4000,1,7.7
180 days,,200,ebola_case_study,340,,retrospective,4000,1.01,0,0,5,4000,1,6
240 days,,200,ebola_case_study,341,,real-time,4000,1.01,0,0,5,3955,0.98875,7.2
240 days,,200,ebola_case_study,342,,retrospective,4000,1.01,0,0,5,3987,0.99675,5.8
