scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time
stable,short,200,exponential,339,11,,4000,1,0,0,3,1554,0.3885,1.1
stable,short,200,exponential,340,12,,4000,1,0,0,3,1644,0.411,1.1
stable,short,200,exponential,341,13,,4000,1,0,0,3,1564,0.391,1.1
stable,short,200,exponential,342,14,,4000,1,0,0,3,1469,0.36725,1
stable,short,200,exponential,343,15,,4000,1,0,0,3,1326,0.3315,1
stable,short,200,exponential,344,16,,4000,1,0,0,3,1523,0.38075,1.1
stable,short,200,exponential,345,17,,4000,1,0,0,3,1588,0.397,1.1
stable,short,200,exponential,346,18,,4000,1,0,0,3,1547,0.38675,1.1
stable,short,200,exponential,347,19,,4000,1,0,0,3,1696,0.424,1.1
stable,short,200,exponential,348,20,,4000,1,0,0,3,1497,0.37425,1.1
120 days,,834,ebola_case_study,349,,real-time,4000,1,0,0,3,1636,0.409,3
120 days,,1032,ebola_case_study,350,,retrospective,4000,1,0,0,3,1508,0.377,3.6
180 days,,3149,ebola_case_study,351,,real-time,4000,1,0,0,3,1447,0.36175,10.4
180 days,,3532,ebola_case_study,352,,retrospective,4000,1,0,0,3,1751,0.43775,11.6
240 days,,2399,ebola_case_study,353,,real-time,4000,1,0,0,3,1456,0.364,7.6
240 days,,2483,ebola_case_study,354,,retrospective,4000,1,0,0,3,1743,0.43575,8.6
60 days,,401,ebola_case_study,355,,real-time,4000,1,0,0,3,1592,0.398,1.6
60 days,,428,ebola_case_study,356,,retrospective,4000,1,0,0,3,1643,0.41075,1.7
