scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time
stable,short,200,exponential,341,13,,4000,1,0,0,3,1613,0.40325,2.6
stable,short,200,exponential,342,14,,4000,1,0,0,3,1607,0.40175,2.6
stable,short,200,exponential,343,15,,4000,1,0,0,5,221,0.05525,5.4
stable,short,200,exponential,344,16,,4000,1,0,0,3,1563,0.39075,2.5
stable,short,200,exponential,345,17,,4000,1,0,0,3,1282,0.3205,2.5
stable,short,200,exponential,346,18,,4000,1,0,0,3,1556,0.389,2.5
stable,short,200,exponential,347,19,,4000,1,0,0,3,1608,0.402,2.6
stable,short,200,exponential,348,20,,4000,1,10,0.0025,3,1525,0.38125,2.4
120 days,,834,ebola_case_study,349,,real-time,4000,1,0,0,3,1692,0.423,9.9
120 days,,1032,ebola_case_study,350,,retrospective,4000,1,0,0,3,1650,0.4125,23.5
180 days,,3149,ebola_case_study,351,,real-time,4000,1,0,0,3,1642,0.4105,18
180 days,,3532,ebola_case_study,352,,retrospective,4000,1,0,0,3,1604,0.401,30.1
240 days,,2399,ebola_case_study,353,,real-time,4000,1,0,0,3,1740,0.435,15.7
240 days,,2483,ebola_case_study,354,,retrospective,4000,1,0,0,3,1602,0.4005,21.4
60 days,,401,ebola_case_study,355,,real-time,4000,1,0,0,3,1704,0.426,8.4
60 days,,428,ebola_case_study,356,,retrospective,4000,1,0,0,3,1602,0.4005,13.8
